id,source,source_label,source_weight,credibility_tier,title,content,content_word_count,is_scam,scam_type,scam_type_normalised,risk_level,risk_label,sentiment_score,location_name,district,latitude,longitude,url,helpful_votes,demographic_target,created_at,data_quality_flag
651,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Stolen items recovered.... A large number of items worth more than Rs. 1.5 million that were stolen from several places,"Stolen items recovered.... A large number of items worth more than Rs. 1.5 million that were stolen from several places in Colombo were recovered by the Welikada Police. Two suspects along with a three-wheeler were also taken into custody. The raid was condcuted by a team Under the direct supervision of SSP Chandana Liyanage, ASP Malan Perera and on the instructions of the Acting OIC of the Thalangama Police, Chief Inspector Munasinghe, under the direction of the OIC of the Crime Investigation Division, Sub Inspector Dasanayake, PC (37723) Ranjith, PC (83774) Sudheera, (93838) Perera, (21805) Asanka and CPC (11812) Wathsala.",102,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,2,Moderate,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Stolen%20items%20recovered....%20A%20large%20number%20of%20items%20worth%20mor%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2021-10-11 00:00:00,HIGH
653,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Analysis: India & China jockey for position at ailing Sri Lanka’s expense?. COLOMBO (News 1st) Chinese Ambassador Qi Zhe,"Analysis: India & China jockey for position at ailing Sri Lanka’s expense?. COLOMBO (News 1st) Chinese Ambassador Qi Zhenhong confirmed to News 1st that he would be travelling to the North of the island and visiting strategically important areas in a 2-day tour, starting Wednesday (15). The Embassy confirmed that the Ambassador would visit Mannar island, and Jaffna on a “familiarization tour”. His planned visit comes hot on the heels of news that India’s ‘Adani’ groups interest in renewable power projects in the same area. Mannar Island lies less than 20 KM’s from the Indian mainland. Earlier, a project for three Chinese power projects to be installed in three Northern islands sandwiched between Sri Lanka and India came to a standstill, with China announcing their withdrawal from the investment. Sri Lanka’s deteriorating relationship with China was further eroded when the island was forced to reject a stock of Carbonic Fertilizer, on account of the stock failing local testing. The huge imbroglio that ensued has now resulted in Sri Lanka agreeing to pay US$8 Million, after the Chinese company threatened international arbitration. Meanwhile India’s EXIM Bank is discussing a possible US$400+ Million support to Sri Lanka for Water-related projects, days after India pledged a US$400-Million swap and a US$1 Billion loan for food, drugs and essential items. A further US$500 Million has been reportedly pledged as Fuel credit. All of this means that Sri Lanka will have to play ball wi",252,1,General Scam,General Safety Incident,3,High,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Analysis%3A%20India%20%26%20China%20jockey%20for%20position%20at%20ailing%20Sri%20La%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2021-12-14 00:00:00,HIGH
655,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Three Ragama medical faculty undergrads injured in assault. Three medical faculty students have been hospitalized after,Three Ragama medical faculty undergrads injured in assault. Three medical faculty students have been hospitalized after a group of outsiders have attacked the hostel of the Kelaniya University’s Faculty of Medicine in Ragama last night. Police said the injured students were admitted to the Ragama Hospital. One of the students who was in critical condition was later transferred to the Negombo Hospital. The Ragama Police are conducting further investigations,70,1,Physical Assault,Physical Assault,3,High,,Negombo,Sri Lanka,7.2081,79.8358,https://www.google.com/search?q=%22Three%20Ragama%20medical%20faculty%20undergrads%20injured%20in%20assault.%20%22%20Negombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2022-02-02 00:00:00,MEDIUM
658,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Mobile patrols inside Yala to prevent skirmishes with wild elephants. COLOMBO (News 1st); Sri Lanka’s Department of Wild,"Mobile patrols inside Yala to prevent skirmishes with wild elephants. COLOMBO (News 1st); Sri Lanka’s Department of Wildlife has deployed two mobile patrols to take measures to prevent wild elephants from attacking safari jeeps inside the Yala National Park. The Department of Wildlife said that over the recent days several safari jeeps were attacked by the majestic tuskers knowns as Gamunu and Nandimitra. These two tuskers had reportedly attacked two safari jeeps on Friday and another Safari Jeep was attacked by a different tusker as well. The Department of Wildlife noted that safari jeep drivers were made aware of the situation. A Safari Jeep was crushed inside the Yala National Park on Wednesday (9) following an unexpected skirmish with the majestic tusker, Nandimitra. The jeep was carrying four French nationals and came under attack from Nandimitra at around 10:30 AM on Wednesday (9). According to reports, another Safari Jeep had tipped the driver of the ill-fated jeep that the tusker was roaming in the Welmalkema area, and thus the jeep with the four French tourists had proceeded to that area. Upon reaching the location the Safari Jeep had come face to face with the tusker along a narrow road, and due to this reason, the driver had not been able to turn back. The Officer in charge of the Yala National Park Manoj Vidyaratne told News 1st that such events can be prevented if tourists and jeep drivers visit the park and enjoy its beauty WITHOUT disturbing the wildlife. Simil",253,0,Accident / Hazard,Accident / Hazard,2,Moderate,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Mobile%20patrols%20inside%20Yala%20to%20prevent%20skirmishes%20with%20wild%20e%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2022-02-13 00:00:00,HIGH
659,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,"Russian tourist’s stolen laptop recovered in Sea Street. A laptop belonging to a Russian tourist, which was stolen at th","Russian tourist’s stolen laptop recovered in Sea Street. A laptop belonging to a Russian tourist, which was stolen at the Fort Railway Station was recovered and handed back to her by the officers of the Fort Railway Station recently. A Russian lady had complained that her laptop was stolen while she was waiting for the Rajarata Rejina train at the Fort Railway Station on February 27. Railway officials at the Fort Railway Station headed by Station Master Pradeep Jayasuriya had managed to trace the laptop by using a mobile phone App and recovered it at a jewelry shop at Sea street in Colombo. Police are conducting investigations to arrest the suspect who stole the laptop.",116,1,Gem Scam,Gem / Jewellery Scam,2,Moderate,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Russian%20tourist%E2%80%99s%20stolen%20laptop%20recovered%20in%20Sea%20Street.%20A%20l%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2022-03-03 00:00:00,HIGH
660,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Shots Fired in Ratmalana : Suspect Hospitalized. COLOMBO (News 1st); Shots were fired during an attempted robbery at a r,"Shots Fired in Ratmalana : Suspect Hospitalized. COLOMBO (News 1st); Shots were fired during an attempted robbery at a restaurant in Ratmalana on Monday (21) night, said Sri Lanka Police. Police officers had opened fire when the suspect had attempted to attack them. The suspect had arrived in a Motorcycle with a machete had attempted to rob the restaurant in the Ratmalana area. Police Spokesperson, SSP Nihal Thalduwa said the restaurant staff had attacked the suspect and snatched his machete. Thereafter, the suspect had fled the scene in a three-wheeler by threatening the driver with a knife. SSP Nihal Thalduwa said two Police officers had chased after the suspect on a motorcycle adding that Police opened fire when the suspect attempted to block other vehicles and attack the police officers. The suspect was hospitalized thereafter.",135,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,3,High,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Shots%20Fired%20in%20Ratmalana%20%3A%20Suspect%20Hospitalized.%20COLOMBO%20%28Ne%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2022-03-21 00:00:00,HIGH
661,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Do not bathe or swim at unsafe places- Police cautions public. COLOMBO (News 1st); Police have urged the people to avoid,"Do not bathe or swim at unsafe places- Police cautions public. COLOMBO (News 1st); Police have urged the people to avoid bathing or swimming at unsafe places during pilgrimages and excursions during the long holidays. The Police Media Spokesperson, SSP Nihal Thalduwa also cautioned parents to remain vigilant with children while bathing. Meanwhile, a person who went to bathe in a waterfall in the Udugamkanda area in Padukka has drowned, with the deceased being identified as a 54 year old resident of Bope. The body has been placed at the Padukka Hospital, Police said. Two young men too, died after drowning yesterday (11).",103,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Do%20not%20bathe%20or%20swim%20at%20unsafe%20places-%20Police%20cautions%20publi%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2022-06-12 00:00:00,HIGH
662,google_news,Google News RSS,0.55,Tier-2 Aggregator,Israeli tourist injured in Arugam Bay robbery - Tamil Guardian. Israeli tourist injured in Arugam Bay robbery Tamil Guar,Israeli tourist injured in Arugam Bay robbery - Tamil Guardian. Israeli tourist injured in Arugam Bay robbery Tamil Guardian,18,1,Theft / Robbery,Theft / Robbery,2,Moderate,,Arugam Bay,Monaragala,6.8399,81.8325,https://www.google.com/search?q=%22Israeli%20tourist%20injured%20in%20Arugam%20Bay%20robbery%20-%20Tamil%20Guardi%22%20Arugam%20Bay%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-11 00:00:00,MEDIUM
663,google_news,Google News RSS,0.55,Tier-2 Aggregator,Sri Lanka Latest Breaking News and Headlines - Print Edition Beware of tuk tuk scammers in Colombo! - Daily Mirror - Sri,Sri Lanka Latest Breaking News and Headlines - Print Edition Beware of tuk tuk scammers in Colombo! - Daily Mirror - Sri Lanka. Sri Lanka Latest Breaking News and Headlines - Print Edition Beware of tuk tuk scammers in Colombo! Daily Mirror - Sri Lanka,40,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,2,Moderate,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Sri%20Lanka%20Latest%20Breaking%20News%20and%20Headlines%20-%20Print%20Edition%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-11 00:00:00,MEDIUM
664,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Israeli tourist injured after leaping to escape tuk-tuk robbery in Sri Lanka - ynetnews. Israeli tourist injured after l,Israeli tourist injured after leaping to escape tuk-tuk robbery in Sri Lanka - ynetnews. Israeli tourist injured after leaping to escape tuk-tuk robbery in Sri Lanka ynetnews,28,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,2,Moderate,,Sri Lanka,Matale,7.8731,80.7718,https://www.google.com/search?q=%22Israeli%20tourist%20injured%20after%20leaping%20to%20escape%20tuk-tuk%20robb%22%20Sri%20Lanka%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-11 00:00:00,MEDIUM
665,dataset_csv,Curated Safety Dataset (CSV),0.7,Tier-1 Curated,Video of tourist sexually harassed by local man goes viral - Daily Mirror - Sri Lanka. Video of tourist sexually harasse,Video of tourist sexually harassed by local man goes viral - Daily Mirror - Sri Lanka. Video of tourist sexually harassed by local man goes viral Daily Mirror - Sri Lanka,28,1,Harassment,Harassment / Assault,2,Moderate,,Sri Lanka,Matale,7.8731,80.7718,https://www.google.com/search?q=%22Video%20of%20tourist%20sexually%20harassed%20by%20local%20man%20goes%20viral%20-%22%20Sri%20Lanka%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-11 00:00:00,MEDIUM
666,google_news,Google News RSS,0.55,Tier-2 Aggregator,Beware of tuk tuk scammers in Colombo! - Daily Mirror - Sri Lanka. Beware of tuk tuk scammers in Colombo! Daily Mirror -,Beware of tuk tuk scammers in Colombo! - Daily Mirror - Sri Lanka. Beware of tuk tuk scammers in Colombo! Daily Mirror - Sri Lanka,22,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,2,Moderate,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Beware%20of%20tuk%20tuk%20scammers%20in%20Colombo%21%20-%20Daily%20Mirror%20-%20Sri%20%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-11 00:00:00,MEDIUM
667,google_news,Google News RSS,0.55,Tier-2 Aggregator,Dutch Tourist Robbed in Colombo | Employee Confesses to Theft - Newsfirst.. Dutch Tourist Robbed in Colombo | Employee C,Dutch Tourist Robbed in Colombo | Employee Confesses to Theft - Newsfirst.. Dutch Tourist Robbed in Colombo | Employee Confesses to Theft Newsfirst.,20,1,Theft / Robbery,Theft / Robbery,3,High,,Colombo,Colombo,6.9271,79.8612,https://www.google.com/search?q=%22Dutch%20Tourist%20Robbed%20in%20Colombo%20%7C%20Employee%20Confesses%20to%20Thef%22%20Colombo%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-11 00:00:00,MEDIUM
668,google_news,Google News RSS,0.55,Tier-2 Aggregator,"Drunk Sri Lankan police assault tourists in Jaffna, three hospitalised - Tamil Guardian. Drunk Sri Lankan police assault","Drunk Sri Lankan police assault tourists in Jaffna, three hospitalised - Tamil Guardian. Drunk Sri Lankan police assault tourists in Jaffna, three hospitalised Tamil Guardian",24,1,Physical Assault,Physical Assault,3,High,,Jaffna,Jaffna,9.6615,80.0255,https://www.google.com/search?q=%22Drunk%20Sri%20Lankan%20police%20assault%20tourists%20in%20Jaffna%2C%20three%20ho%22%20Jaffna%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-05-28 00:00:00,MEDIUM
669,google_news,Google News RSS,0.55,Tier-2 Aggregator,Australian tourist’s stolen bag recovered as police make swift arrest in Unawatuna - Newswire. Australian tourist’s stol,Australian tourist’s stolen bag recovered as police make swift arrest in Unawatuna - Newswire. Australian tourist’s stolen bag recovered as police make swift arrest in Unawatuna Newswire,28,1,Theft / Robbery,Theft / Robbery,2,Moderate,,Unawatuna,Galle,5.9997,80.2489,https://www.google.com/search?q=%22Australian%20tourist%E2%80%99s%20stolen%20bag%20recovered%20as%20police%20make%20swi%22%20Unawatuna%20Sri%20Lanka%20tourist%20safety&btnI=1,0,Tourists,2026-06-07 00:00:00,MEDIUM
670,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Beware of sexual assaults by locals,"My partner and I have visited Arugam Bay in Sri Lanka a few times as he is a surfer. We found the town very commercial, very catered for tourists - which is fine. There are some lovely restaurants with great local food dishes and some really nice (basic) rooms. Many facilities here are overpriced because of this being a tourist hotspot, but that is to be expected.

Tuk Tuk drivers can be very full on - and annoying - when they dont take no for an answer and they overcharge horrendously. Most places are in walking distance so dont give in to the pressure unless you need to go out of town. Its cheaper to hire a bike or moped for those journeys.

What is truly awful, however, is I was groped on the main part of the beach by some young local lads. They came over, looking like they want to shake hands and welcome us. One shook my hand and then grabbed my chest, before laughing and walking away. It was disgusting, I was shocked and distressed and didnt know what to do. They were old enough to know better and at the end of the day, they just freely sexually assaulted someone in broad daylight!

I was already feeling uncomfortable as the men tend to leer and watch tourist women very closely - and Im not meaning when theyre in bikinis or swimwear. Just generally. So this is a warning to girls and women - please take care, avoid being out alone and especially walking on the beach or when its dark. It really isnt a pleasant experience and is treated as a joke by the men doing this.",285,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,3,High,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Beware%20of%20sexual%20assaults%20by%20locals%22&btnI=1,9,Tourists,2018-09-01 00:00:00,HIGH
672,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Best place to relax and party sri lanka,"I read the negative reviews first prior to visiting Arugam Bay and felt I shouls address these points first. 

If you rent a board do it via your hotel....I would recommend the Spice Trail. This way you avoid any shady damage coning! 

If you are going to be in the sea you may cut yourself. If this happens near corral or rocks they contain a fungi that wants to grow in your skin. Take antiseptic with you amd be prepared to propeely clean out the wond it will hurt but it wont get infected. Or alternatively use a lime like in Barley!

This for us after visiting 10 locations in Sri Lanka was the safest place to go out at night allowing visitors to sample the amazing street food and get a taste of real Sri Lankan cusiene! 

The surf is good!

Yes the beer is slightly more expensive anf the tuk tuks are more costly!

They are indeed on the weed sale, so if this floats your boat treat yourself if not they are not in your face which is great!

Visit here if you go to sri lanka!",191,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Best%20place%20to%20relax%20and%20party%20sri%20lanka%22&btnI=1,4,Tourists,2017-09-01 00:00:00,HIGH
673,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,"Surf is epic, place is too busy...","The wave at main point on its day is truly world class and so easy to surf! If you can get one ...the wave is incredibly busy due to its ease of paddling out and take off. Meaning you will be dodging first day beginners trying to take off on overhead sets, can get pretty dangerous we saw lots of injuries and terrible tropical infections from the dirty water, had to have a few days out of the water on antibiotics myself for a small scratch that turned into a bad infection a week later. So definitely clean your cuts out everyday until fully healed! 

The town itself was pretty busy and akin to other westernised Asian countries, bars blaring out loud music till all hours of the morning on the weekends. We had a car so stayed a few miles out of town for most of the trip in Papermoon which was very nice and also staying on the point at Upalis was an awesome experience! Also there are some great restaurants in Arugam Hideaway and thaththas roti shop were by far the highlights! 

The local wildlife is incredible drive a km out of town at sunrise and sunset and you will see dozens of elephants crocodiles and amazing bird life! Lagoon Safari is a must!

Overall we had a great time as the waves were consistently amazing every morning! But Arugam itself left a lot to be desired and is definitely one for the backpackers and party goers.",250,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Surf%20is%20epic%2C%20place%20is%20too%20busy...%22&btnI=1,2,Tourists,2016-09-01 00:00:00,HIGH
674,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Very unspoilt place (so far),"Arugambe is still one of those places where mass tourism hasn't spoilt the charm.  Big hotels are on the way however but it still a good place to chill in the waves and watch the fishermen in the estuary.  I gotta say that the mangrove trip is a bit of a rip off. Far better to take an autorickshaw 10k north of Pottuvil where you can ask the local boatman to punt you round the mangrove.  beware, the sun is fierce.",82,1,Overcharging,Overcharging,2,Moderate,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Very%20unspoilt%20place%20%28so%20far%29%22&btnI=1,3,Tourists,2015-03-01 00:00:00,HIGH
675,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,We love Arugam Bay,"This was my third time in A Bay and my husband's fourth stay.  We go for the surfing and laid back lifestyle, we always enjoy ourselves and stay at the Danish Villa.  There are some things that continue to disturb me about this sleepy surfing town.  One main thing is that single girls are not safe here by themselves despite a military and heavy police presence which seems to dominate more each year we come.  The tuk tuk drivers are lame and will offer you drugs despite most of them being part of the muslim faith and they dominate the taxi services and stop other cheap options and information about those options.  We again were scammed by taxi drivers coming from the airport to Colombo and endured a terrifying overland trip to A bay with very bad driving and no seats belts.  When leaving we had a trusted local man buy us bus tickets and get us a tuk tuk for 3 people for $11 to Akkaraipattu bus stand, nearly an hour north of A bay on a quiet and enjoyable road and caught a first class air conditioned overnight coach with room for surfboards to Colombo, it gets in about 5 am and there is little traffic in Colombo then, which is good as it is a hectic place - you wont see any advertising about this bus service.  When we were in Sri Lanka we hired a scooter from a guy up near Why Not restaurant and for $10 a day and then it got heaps cheaper each day we had it and it was fun scootering around and checking out locals towns and sights nearby, be careful about riding later in the afternoon though as the wild elephants are around.  Sri Lanka is a beautiful country to explore, hope you go and enjoy!!",306,1,Tuk-Tuk Scam,Tuk-Tuk / Transport Scam,2,Moderate,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22We%20love%20Arugam%20Bay%22&btnI=1,3,Tourists,2013-07-01 00:00:00,HIGH
676,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Hideaway in Arugam bay,"I travelled from Colombo - Negombo - Kandy - Nuwara Eliya - Horton Plains - Arugam Bay(stopping in Ella for the fantastic view!) - Galle - Yala National Park (Overnight safari) - Galle - Colombo in 16 days. (I spent one whole week in Galle though)

Things I would HIGHLY recommend:
- Taking the train from Kandy to Nuwara Eliya - I could have stayed on it all day - the view was INCREDIBLE!
-Stopping in Ella - but you really only need a stop for lunch to appreciate the stunning views.
- Staying at 'Hideaway' in Arugam Bay. BY FAR the best place I stayed on this trip (apart from my friend's Villa in Galle - but unless we have the same friend you won't find anywhere more welcoming/clean/friendly and helpful as this place. On a travellers budget, of course. Although saying that I did stay in some high end hotels and I still would put 'Hideaway' up there!)  We had an air conditioned room, which was perfect. The staff were so very friendly (not overly so though - afterall, I am English! ;-)). The food was excellent! It is run by a Sri Lankan lady who appears to know exactly what the good things in life are. Somewhere chilled to relax, clean and with great service. I am a real foodie, so that fresh food was a real hit for me. She also gave us some excellent tips.
-Safari - we saw a leopard - I was over the moon! This however can be really hit and miss.

I drew on quite a lot of reviews before I went travelling so wanted to provide something vaguely useful too.

If I were to do this trip again I would probably miss out Negombo and spend a bit more time in the Hill Country. I enjoy a good view and a nice beach and this holiday had exactly that.

In a bid to manage your expectations however be ware that Sri Lanka is not easy to travel around. The best way is to hire a driver. But you do need to haggle. This is an expensive way to travel, and often hair-raising - apparently the best time to over take on the road in Sri Lanka is on a corner!!

Try:
Hoppers
String Hoppers
anything coconut related
all curries
Fruit on the train

Beware:
Street food (just take extra precaution)

Enjoy!",387,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Hideaway%20in%20Arugam%20bay%22&btnI=1,12,Tourists,2012-06-01 00:00:00,HIGH
677,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Hands down the worlds worst surf location,"If you like over crowded breaks, local surfers who have no concept of surf culture or etiquette, learners with Mini-Mals sitting at the peak bailing their boards, reef cuts that get infected from disgusting bacteria ridden water and the fattest laziest wave you'll ever surf, then Arugam Bay may just be the spot for you.

On my first night arriving at my hotel I was offered Marijuana and Cocaine and if that was not enough of a shock, the all night parties on the beach with thumping dance music that goes on until 7am in the morning (despite only a few locals remaining) sure did the trick. 

Its hard to find anything good to say about Arugam Bay, other than that the food is cheap and there are some genuinely nice locals (those that don't surf or operate in the local Tuk Tuk mafia). 

Take my advice if you have any sense between your ears, take your hard earned money and spend it on another country and go somewhere decent, this place is overrated and a complete crap hole to surf.",184,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Arugam Bay, Ampara",Monaragala,6.8401,81.8303,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Hands%20down%20the%20worlds%20worst%20surf%20location%22&btnI=1,13,Tourists,2016-06-01 00:00:00,HIGH
678,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Its a dump,"Hikkaduwa is a dump. Before you say it we were here in the off season yes. But if you believe they clean this place up before the on season you are dreaming. 

There are terrible things going on at the beach besides the rubbish you have locals feeding turtles, making them do very unnatural things and then they end up following other people thinking they are going to get food.  

Avoid this place it is not worth your time, effort or to take away a part of your holiday you other wise would of enjoyed.",95,1,General Scam,General Safety Incident,2,Moderate,,"Hikkaduwa Beach, Galle",Galle,6.1392,80.1008,https://www.google.com/search?q=site%3Atripadvisor.com%20%22It%C2%92s%20a%20dump%22&btnI=1,2,Tourists,2019-09-01 00:00:00,MEDIUM
679,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Terrible place,"Tourism at its worst. Overcrowded, overpriced, no local atmosphere left. 

I hope what happened to Hikkaduwa doesnt happen to other places weve visited and loved during our time in Sri Lanka.",33,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Hikkaduwa Beach, Galle",Galle,6.1392,80.1008,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Terrible%20place%22&btnI=1,4,Tourists,2018-12-01 00:00:00,MEDIUM
680,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,Crashing waves,"We visited here quite a number of times during our week long stay In Hikkaduwa. Whilst is very beautiful, there is a VERY strong current so beware if you are planning a swim in the water. There were lots of people in the water but it frightened me and I never went out of my depth. There were quite a few surfers and lots of places where you could hire snorkels, a boat trip, scuba lessons, etc. There were also a lot of people selling coconuts, pineapples and items of clothing. If you show the slightest interest in the clothing the ladies are very difficult to say no to if you dont agree on a price. I witnessed this with a chap who wasnt happy with the price and the lady was very dogged in her attempt to make a sale. If you say no straight away, they leave you alone. There are a lot of fish very close to the waters edge and some locals feed them and you can see them almost jumping out of the water to get the food. We also saw a turtle very close to the beach and lots of tourists crowding around it and touching it - please do not touch them if you are lucky enough to see one yourselves. 
On a downside, there is a lot of litter around the beach and around Hikkaduwa in general.",236,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Hikkaduwa Beach, Galle",Galle,6.1392,80.1008,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Crashing%20waves%22&btnI=1,1,Tourists,2019-03-01 00:00:00,HIGH
681,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,"Disgusting, depressing, plastic rubbish filled lake with jetskis and speed boats","Quite frankly, and utterly depressing experience given the sheer and shocking volume of plastic waste floating at every shoreline of the lake.  It is made worse by the fact that tourists actually pay to enter the park.  What do they do with the money?  They certainly don't clear up the garbage.

To add to the pollution, speed boats and jetskis tear up and down the small lake continually. Why anyone would want to take a pleasure cruise in this water is beyond me.

Sri Lankan people are in general the friendliest and most generous people you could wish to meet. However, the plastic is becoming a national shame. As a visitor to the country, touring around for six months, the rubbish/garbage/litter in every river, stream and beach is a disgrace. I went for a sea swim and collected 25 plastic bags in 10 minutes.",147,0,Safety Advisory,Safety Advisory (Non-Incident),1,Low,,"Gregory Lake, Nuwara Eliya",Nuwara Eliya,6.9497,80.7891,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Disgusting%2C%20depressing%2C%20plastic%20rubbish%20filled%20lake%20with%20jetskis%20and%20s%22&btnI=1,0,Tourists,2022-01-01 00:00:00,HIGH
682,tripadvisor_csv,TripAdvisor Reviews,0.55,Tier-2 Community,"Interesting and enjoyable, but feel sorry for the workers","You can't visit Sri Lanka without going to see a Tea Plantation, right ?!

So we were really pleased that our trip included a stop over here. Obviously there are lots of tea factories all over Sri Lanka, and we only visited this one, so cannot compare to any others, but I assume they are all very similar.

The tour takes you round the tea processing factory, as they explain the various stages of processing and different types of tea, and includes a cup of tea afterwards in the nice looking restaurant.

There is also the obligatory shop to purchase the vast number of teas from, much of which seemed a little high in price considering they made it on the premises (?). The teas in the fancy packaging seemed quite expensive and we felt it was a bit of a tourist rip-off, so we bought some of the cheaper variety to take home as a souvenir !

The whole thing took approximately one hour, which is just about right.

I was a bit disappointed that this  didn't  include a tour of the actual tea fields which surround and rise up into the hills around the tea factory.

However....  If you ask nicely then the tour guide will let you take a sneaky detour round the back into the plantation fields, where you can take photos of the tea and also some of the tea pickers - who will gladly pose for the photos if you give them some Sri Lanken Rupees (LRK) tips !

Whilst we enjoyed the experience, we felt saddened and astonished when we saw and found out about the quality of life and working conditions the workers were still enduring in the 21st Century.

None of them seemed to have any protective equipment, ear defenders, goggles, hard hats... despite working around noisy, fast moving and potentially dangerous looking machinery. Many of them were not even wearing shoes !!!!

Apparently the tea pickers earn something like just 500 rupees, which is just over £2, per day. And in return for this, they get very hard and rough skin on their hands from picking the leaves all day. Not the best life to live, is it ?!

So if you visit here and they do pose for photos, please be generous and give them a tip !  If just 2 tourists give them just  £1  tip for some photos, then that doubles their daily wage !",402,1,General Scam,General Safety Incident,3,High,,"Bluefield Tea Gardens, Nuwara Eliya",Nuwara Eliya,6.9497,80.7891,https://www.google.com/search?q=site%3Atripadvisor.com%20%22Interesting%20and%20enjoyable%2C%20but%20feel%20sorry%20for%20the%20workers%22&btnI=1,3,Tourists,2018-05-01 00:00:00,HIGH
