district,destination,aspect,aspect_label,n_negative,n_positive,n_neutral,n_opinions,complaint_rate,confidence,destination_reviews
Colombo,Kelaniya Raja Maha Vihara,facilities,Facilities,2,8,13,10,0.2,low,112
Colombo,Kelaniya Raja Maha Vihara,price_value,Price & Value,2,3,13,5,0.4,low,112
Colombo,Kelaniya Raja Maha Vihara,roads_access,Roads & Access,2,5,20,7,0.286,low,112
Colombo,Kelaniya Raja Maha Vihara,scenery,Scenery & Nature,0,61,5,61,0.0,ok,112
Colombo,Kelaniya Raja Maha Viharaya,crowd,Crowding & Noise,6,40,22,46,0.13,ok,75
Colombo,Kelaniya Raja Maha Viharaya,price_value,Price & Value,2,4,2,6,0.333,low,75
Colombo,Kelaniya Raja Maha Viharaya,scenery,Scenery & Nature,1,18,1,19,0.053,ok,75
Colombo,Mount Lavania Beach,cleanliness,Cleanliness,14,40,6,54,0.259,ok,146
Colombo,Mount Lavania Beach,crowd,Crowding & Noise,8,24,17,32,0.25,ok,146
Colombo,Mount Lavania Beach,facilities,Facilities,4,22,22,26,0.154,ok,146
Colombo,Mount Lavania Beach,roads_access,Roads & Access,14,15,18,29,0.483,ok,146
Colombo,Mount Lavania Beach,safety,Safety,5,8,4,13,0.385,low,146
Colombo,Mount Lavania Beach,scenery,Scenery & Nature,1,69,4,70,0.014,ok,146
Colombo,Mount Lavinia Beach,cleanliness,Cleanliness,40,37,8,77,0.519,ok,158
Colombo,Mount Lavinia Beach,crowd,Crowding & Noise,6,15,22,21,0.286,ok,158
Colombo,Mount Lavinia Beach,facilities,Facilities,16,102,38,118,0.136,ok,158
Colombo,Mount Lavinia Beach,price_value,Price & Value,2,6,10,8,0.25,low,158
Colombo,Mount Lavinia Beach,roads_access,Roads & Access,2,22,31,24,0.083,ok,158
Colombo,Mount Lavinia Beach,safety,Safety,9,2,4,11,0.818,low,158
Colombo,Mount Lavinia Beach,scenery,Scenery & Nature,6,90,6,96,0.062,ok,158
Colombo,National Zoological Gardens of Sri Lanka,cleanliness,Cleanliness,38,18,7,56,0.679,ok,154
Colombo,National Zoological Gardens of Sri Lanka,crowd,Crowding & Noise,8,11,12,19,0.421,ok,154
Colombo,National Zoological Gardens of Sri Lanka,facilities,Facilities,36,33,22,69,0.522,ok,154
Colombo,National Zoological Gardens of Sri Lanka,price_value,Price & Value,66,20,54,86,0.767,ok,154
Colombo,National Zoological Gardens of Sri Lanka,roads_access,Roads & Access,9,12,16,21,0.429,ok,154
Colombo,National Zoological Gardens of Sri Lanka,safety,Safety,24,1,2,25,0.96,ok,154
Colombo,National Zoological Gardens of Sri Lanka,scenery,Scenery & Nature,7,51,12,58,0.121,ok,154
Colombo,Old Parliament Building,scenery,Scenery & Nature,0,5,1,5,0.0,low,8
Colombo,Pettah Floating Market,cleanliness,Cleanliness,29,10,6,39,0.744,ok,151
Colombo,Pettah Floating Market,crowd,Crowding & Noise,5,14,11,19,0.263,ok,151
Colombo,Pettah Floating Market,facilities,Facilities,39,33,79,72,0.542,ok,151
Colombo,Pettah Floating Market,price_value,Price & Value,4,10,7,14,0.286,low,151
Colombo,Pettah Floating Market,roads_access,Roads & Access,4,7,13,11,0.364,low,151
Colombo,Pettah Floating Market,scenery,Scenery & Nature,0,38,0,38,0.0,ok,151
Colombo,Sambodhi Pagoda,crowd,Crowding & Noise,0,10,3,10,0.0,low,76
Colombo,Sambodhi Pagoda,roads_access,Roads & Access,1,5,11,6,0.167,low,76
Colombo,Sambodhi Pagoda,scenery,Scenery & Nature,0,61,7,61,0.0,ok,76
Colombo,Sathutu Uyana,price_value,Price & Value,0,9,4,9,0.0,low,29
Colombo,Sathutu Uyana,roads_access,Roads & Access,5,0,3,5,1.0,low,29
Colombo,Sathutu Uyana,scenery,Scenery & Nature,1,4,0,5,0.2,low,29
Colombo,Sri Kailawasanathan Swami Devasthanam Kovil,crowd,Crowding & Noise,0,7,1,7,0.0,low,35
Colombo,Sri Kailawasanathan Swami Devasthanam Kovil,scenery,Scenery & Nature,0,22,0,22,0.0,ok,35
Colombo,Sri Lanka Planetarium,crowd,Crowding & Noise,2,5,6,7,0.286,low,43
Colombo,Sri Lanka Planetarium,facilities,Facilities,7,1,12,8,0.875,low,43
Colombo,Sri Lanka Planetarium,price_value,Price & Value,4,2,7,6,0.667,low,43
Colombo,Sri Lanka Planetarium,scenery,Scenery & Nature,2,11,1,13,0.154,low,43
Colombo,"St. Anthony's Shrine, Kochchikade",crowd,Crowding & Noise,2,25,9,27,0.074,ok,70
Colombo,"St. Anthony's Shrine, Kochchikade",roads_access,Roads & Access,2,3,8,5,0.4,low,70
Colombo,"St. Anthony's Shrine, Kochchikade",safety,Safety,4,2,1,6,0.667,low,70
Colombo,"St. Anthony's Shrine, Kochchikade",scenery,Scenery & Nature,1,26,0,27,0.037,ok,70
Colombo,St. Lucia's Cathedral,crowd,Crowding & Noise,0,13,4,13,0.0,low,49
Colombo,St. Lucia's Cathedral,scenery,Scenery & Nature,0,26,0,26,0.0,ok,49
Colombo,Thalangama Lake,cleanliness,Cleanliness,6,4,5,10,0.6,low,89
Colombo,Thalangama Lake,crowd,Crowding & Noise,1,27,8,28,0.036,ok,89
Colombo,Thalangama Lake,scenery,Scenery & Nature,1,48,5,49,0.02,ok,89
Colombo,Torington park,cleanliness,Cleanliness,0,6,1,6,0.0,low,20
Colombo,Torington park,roads_access,Roads & Access,0,5,3,5,0.0,low,20
Colombo,Viharamahadevi Park,cleanliness,Cleanliness,1,32,1,33,0.03,ok,128
Colombo,Viharamahadevi Park,crowd,Crowding & Noise,2,38,11,40,0.05,ok,128
Colombo,Viharamahadevi Park,facilities,Facilities,2,17,17,19,0.105,ok,128
Colombo,Viharamahadevi Park,price_value,Price & Value,2,5,11,7,0.286,low,128
Colombo,Viharamahadevi Park,roads_access,Roads & Access,1,20,17,21,0.048,ok,128
Colombo,Viharamahadevi Park,scenery,Scenery & Nature,0,53,5,53,0.0,ok,128
Galle,Ariyapala Mask Museum,facilities,Facilities,16,37,42,53,0.302,ok,60
Galle,Ariyapala Mask Museum,price_value,Price & Value,17,20,24,37,0.459,ok,60
Galle,Ariyapala Mask Museum,roads_access,Roads & Access,2,3,8,5,0.4,low,60
Galle,Ariyapala Mask Museum,scenery,Scenery & Nature,1,14,1,15,0.067,ok,60
Galle,Bentota Beach,cleanliness,Cleanliness,12,105,11,117,0.103,ok,203
Galle,Bentota Beach,crowd,Crowding & Noise,0,59,18,59,0.0,ok,203
Galle,Bentota Beach,facilities,Facilities,9,43,18,52,0.173,ok,203
Galle,Bentota Beach,price_value,Price & Value,5,6,13,11,0.455,low,203
Galle,Bentota Beach,roads_access,Roads & Access,4,23,15,27,0.148,ok,203
Galle,Bentota Beach,safety,Safety,6,5,10,11,0.545,low,203
Galle,Bentota Beach,scenery,Scenery & Nature,4,153,9,157,0.025,ok,203
Galle,Black Galle Fort,scenery,Scenery & Nature,0,6,0,6,0.0,low,10
Galle,Community Tsunami Museum,crowd,Crowding & Noise,2,3,1,5,0.4,low,143
Galle,Community Tsunami Museum,facilities,Facilities,6,18,19,24,0.25,ok,143
Galle,Community Tsunami Museum,price_value,Price & Value,10,9,31,19,0.526,ok,143
Galle,Community Tsunami Museum,roads_access,Roads & Access,11,4,36,15,0.733,ok,143
Galle,Community Tsunami Museum,safety,Safety,30,3,17,33,0.909,ok,143
Galle,Community Tsunami Museum,scenery,Scenery & Nature,15,35,19,50,0.3,ok,143
Galle,Dutch Reformed Church,scenery,Scenery & Nature,0,19,1,19,0.0,ok,29
Galle,Galle Dutch Fort,cleanliness,Cleanliness,4,6,1,10,0.4,low,137
Galle,Galle Dutch Fort,crowd,Crowding & Noise,3,11,4,14,0.214,low,137
Galle,Galle Dutch Fort,facilities,Facilities,3,34,23,37,0.081,ok,137
Galle,Galle Dutch Fort,price_value,Price & Value,2,9,12,11,0.182,low,137
Galle,Galle Dutch Fort,roads_access,Roads & Access,2,9,11,11,0.182,low,137
Galle,Galle Dutch Fort,scenery,Scenery & Nature,4,114,3,118,0.034,ok,137
Galle,Galle Fort,cleanliness,Cleanliness,5,11,4,16,0.312,ok,247
Galle,Galle Fort,crowd,Crowding & Noise,0,12,12,12,0.0,low,247
Galle,Galle Fort,facilities,Facilities,8,109,83,117,0.068,ok,247
Galle,Galle Fort,price_value,Price & Value,19,27,34,46,0.413,ok,247
Galle,Galle Fort,roads_access,Roads & Access,6,50,45,56,0.107,ok,247
Galle,Galle Fort,safety,Safety,6,6,7,12,0.5,low,247
Galle,Galle Fort,scenery,Scenery & Nature,1,186,22,187,0.005,ok,247
Galle,Galle Fort Attractions and Jumpers Sri Lanka,cleanliness,Cleanliness,0,6,0,6,0.0,low,104
Galle,Galle Fort Attractions and Jumpers Sri Lanka,crowd,Crowding & Noise,0,11,2,11,0.0,low,104
Galle,Galle Fort Attractions and Jumpers Sri Lanka,facilities,Facilities,3,19,13,22,0.136,ok,104
Galle,Galle Fort Attractions and Jumpers Sri Lanka,price_value,Price & Value,1,5,9,6,0.167,low,104
Galle,Galle Fort Attractions and Jumpers Sri Lanka,roads_access,Roads & Access,0,8,4,8,0.0,low,104
Galle,Galle Fort Attractions and Jumpers Sri Lanka,scenery,Scenery & Nature,0,84,1,84,0.0,ok,104
Galle,Galle Fort Clock Tower,cleanliness,Cleanliness,1,4,0,5,0.2,low,105
Galle,Galle Fort Clock Tower,crowd,Crowding & Noise,1,6,1,7,0.143,low,105
Galle,Galle Fort Clock Tower,facilities,Facilities,1,12,4,13,0.077,low,105
Galle,Galle Fort Clock Tower,price_value,Price & Value,2,5,5,7,0.286,low,105
Galle,Galle Fort Clock Tower,roads_access,Roads & Access,0,6,6,6,0.0,low,105
Galle,Galle Fort Clock Tower,scenery,Scenery & Nature,0,97,3,97,0.0,ok,105
Galle,Handunugoda Tea Estate,cleanliness,Cleanliness,2,5,8,7,0.286,low,242
Galle,Handunugoda Tea Estate,crowd,Crowding & Noise,3,14,7,17,0.176,ok,242
Galle,Handunugoda Tea Estate,facilities,Facilities,20,167,113,187,0.107,ok,242
Galle,Handunugoda Tea Estate,price_value,Price & Value,24,54,65,78,0.308,ok,242
Galle,Handunugoda Tea Estate,roads_access,Roads & Access,4,41,45,45,0.089,ok,242
Galle,Handunugoda Tea Estate,safety,Safety,3,2,3,5,0.6,low,242
Galle,Handunugoda Tea Estate,scenery,Scenery & Nature,2,112,22,114,0.018,ok,242
Galle,Hikkaduwa Beach,cleanliness,Cleanliness,20,50,4,70,0.286,ok,175
Galle,Hikkaduwa Beach,crowd,Crowding & Noise,20,20,32,40,0.5,ok,175
Galle,Hikkaduwa Beach,facilities,Facilities,11,57,40,68,0.162,ok,175
Galle,Hikkaduwa Beach,price_value,Price & Value,10,15,20,25,0.4,ok,175
Galle,Hikkaduwa Beach,roads_access,Roads & Access,9,19,16,28,0.321,ok,175
Galle,Hikkaduwa Beach,safety,Safety,18,9,12,27,0.667,ok,175
Galle,Hikkaduwa Beach,scenery,Scenery & Nature,6,80,4,86,0.07,ok,175
Galle,Historical Mansion Meseum,price_value,Price & Value,1,4,10,5,0.2,low,22
Galle,Historical Mansion Meseum,scenery,Scenery & Nature,0,5,0,5,0.0,low,22
Galle,Japanese Peace Pagoda - Rumassala,cleanliness,Cleanliness,0,9,1,9,0.0,low,202
Galle,Japanese Peace Pagoda - Rumassala,crowd,Crowding & Noise,0,85,9,85,0.0,ok,202
Galle,Japanese Peace Pagoda - Rumassala,roads_access,Roads & Access,3,20,31,23,0.13,ok,202
Galle,Japanese Peace Pagoda - Rumassala,scenery,Scenery & Nature,0,181,18,181,0.0,ok,202
Galle,Jungle Beach,cleanliness,Cleanliness,85,16,11,101,0.842,ok,171
Galle,Jungle Beach,crowd,Crowding & Noise,19,34,29,53,0.358,ok,171
Galle,Jungle Beach,facilities,Facilities,26,19,21,45,0.578,ok,171
Galle,Jungle Beach,price_value,Price & Value,4,5,7,9,0.444,low,171
Galle,Jungle Beach,roads_access,Roads & Access,38,48,61,86,0.442,ok,171
Galle,Jungle Beach,safety,Safety,19,5,6,24,0.792,ok,171
Galle,Jungle Beach,scenery,Scenery & Nature,14,59,11,73,0.192,ok,171
Galle,"Jungle Beach, Unawatuna",cleanliness,Cleanliness,36,16,3,52,0.692,ok,186
Galle,"Jungle Beach, Unawatuna",crowd,Crowding & Noise,10,30,19,40,0.25,ok,186
Galle,"Jungle Beach, Unawatuna",facilities,Facilities,7,6,27,13,0.538,low,186
Galle,"Jungle Beach, Unawatuna",price_value,Price & Value,4,4,7,8,0.5,low,186
Galle,"Jungle Beach, Unawatuna",roads_access,Roads & Access,20,23,51,43,0.465,ok,186
Galle,"Jungle Beach, Unawatuna",safety,Safety,11,3,3,14,0.786,low,186
Galle,"Jungle Beach, Unawatuna",scenery,Scenery & Nature,5,123,6,128,0.039,ok,186
Galle,Lighthouse - Galle,cleanliness,Cleanliness,1,4,1,5,0.2,low,107
Galle,Lighthouse - Galle,crowd,Crowding & Noise,1,8,6,9,0.111,low,107
Galle,Lighthouse - Galle,facilities,Facilities,0,15,10,15,0.0,ok,107
Galle,Lighthouse - Galle,roads_access,Roads & Access,1,5,14,6,0.167,low,107
Galle,Lighthouse - Galle,scenery,Scenery & Nature,0,100,2,100,0.0,ok,107
Galle,Mahamodara Beach Park & Marine Walk,cleanliness,Cleanliness,4,5,0,9,0.444,low,42
Galle,Mahamodara Beach Park & Marine Walk,crowd,Crowding & Noise,0,8,4,8,0.0,low,42
Galle,Mahamodara Beach Park & Marine Walk,roads_access,Roads & Access,1,6,8,7,0.143,low,42
Galle,Mahamodara Beach Park & Marine Walk,scenery,Scenery & Nature,0,22,1,22,0.0,ok,42
Galle,Maritime Museum,price_value,Price & Value,4,8,16,12,0.333,low,45
Galle,Maritime Museum,scenery,Scenery & Nature,0,10,3,10,0.0,low,45
Galle,Martin Wickramasinghe Folk Museum Complex,crowd,Crowding & Noise,0,7,1,7,0.0,low,45
Galle,Martin Wickramasinghe Folk Museum Complex,facilities,Facilities,6,13,11,19,0.316,ok,45
Galle,Martin Wickramasinghe Folk Museum Complex,price_value,Price & Value,1,6,7,7,0.143,low,45
Galle,Martin Wickramasinghe Folk Museum Complex,scenery,Scenery & Nature,1,15,3,16,0.062,ok,45
Galle,"Meeran Mosque, Galle Fort",cleanliness,Cleanliness,0,7,0,7,0.0,low,52
Galle,"Meeran Mosque, Galle Fort",crowd,Crowding & Noise,0,10,2,10,0.0,low,52
Galle,"Meeran Mosque, Galle Fort",scenery,Scenery & Nature,0,37,1,37,0.0,ok,52
Galle,Rumassala Sanctuary,cleanliness,Cleanliness,4,4,0,8,0.5,low,41
Galle,Rumassala Sanctuary,roads_access,Roads & Access,2,4,9,6,0.333,low,41
Galle,Rumassala Sanctuary,scenery,Scenery & Nature,0,28,2,28,0.0,ok,41
Galle,Rumassala South Beach,safety,Safety,4,1,1,5,0.8,low,29
Galle,Rumassala South Beach,scenery,Scenery & Nature,0,20,1,20,0.0,ok,29
Galle,Sea Turtle Farm Galle Mahamodara,cleanliness,Cleanliness,7,4,4,11,0.636,low,94
Galle,Sea Turtle Farm Galle Mahamodara,facilities,Facilities,11,17,14,28,0.393,ok,94
Galle,Sea Turtle Farm Galle Mahamodara,price_value,Price & Value,21,8,32,29,0.724,ok,94
Galle,Sea Turtle Farm Galle Mahamodara,roads_access,Roads & Access,4,12,22,16,0.25,ok,94
Galle,Sea Turtle Farm Galle Mahamodara,safety,Safety,16,10,16,26,0.615,ok,94
Galle,Sea Turtle Farm Galle Mahamodara,scenery,Scenery & Nature,3,37,3,40,0.075,ok,94
Galle,Sri Sudharmalaya Buddhist Temple,crowd,Crowding & Noise,0,14,4,14,0.0,low,31
Galle,Sri Sudharmalaya Buddhist Temple,scenery,Scenery & Nature,0,12,1,12,0.0,low,31
Galle,St. Mary's Cathedral,crowd,Crowding & Noise,0,7,1,7,0.0,low,33
Galle,St. Mary's Cathedral,scenery,Scenery & Nature,0,30,0,30,0.0,ok,33
Galle,Yatagala Raja Maha Viharaya,crowd,Crowding & Noise,1,52,7,53,0.019,ok,93
Galle,Yatagala Raja Maha Viharaya,scenery,Scenery & Nature,0,43,2,43,0.0,ok,93
Gampaha,Asgiriya Raja Maha Viharaya,crowd,Crowding & Noise,0,17,4,17,0.0,ok,61
Gampaha,Asgiriya Raja Maha Viharaya,roads_access,Roads & Access,0,6,14,6,0.0,low,61
Gampaha,Asgiriya Raja Maha Viharaya,scenery,Scenery & Nature,1,44,0,45,0.022,ok,61
Gampaha,Bopagama Ella,cleanliness,Cleanliness,3,4,5,7,0.429,low,51
Gampaha,Bopagama Ella,crowd,Crowding & Noise,0,7,2,7,0.0,low,51
Gampaha,Bopagama Ella,facilities,Facilities,2,3,2,5,0.4,low,51
Gampaha,Bopagama Ella,roads_access,Roads & Access,3,3,29,6,0.5,low,51
Gampaha,Bopagama Ella,scenery,Scenery & Nature,1,28,15,29,0.034,ok,51
Gampaha,Gampaha Botanical Garden,cleanliness,Cleanliness,2,10,0,12,0.167,low,126
Gampaha,Gampaha Botanical Garden,crowd,Crowding & Noise,0,37,11,37,0.0,ok,126
Gampaha,Gampaha Botanical Garden,facilities,Facilities,2,11,14,13,0.154,low,126
Gampaha,Gampaha Botanical Garden,price_value,Price & Value,2,4,17,6,0.333,low,126
Gampaha,Gampaha Botanical Garden,roads_access,Roads & Access,4,14,21,18,0.222,ok,126
Gampaha,Gampaha Botanical Garden,scenery,Scenery & Nature,1,73,4,74,0.014,ok,126
Gampaha,Goraka Ella,crowd,Crowding & Noise,3,2,3,5,0.6,low,26
Gampaha,Goraka Ella,roads_access,Roads & Access,1,6,6,7,0.143,low,26
Gampaha,Goraka Ella,scenery,Scenery & Nature,0,20,4,20,0.0,ok,26
Gampaha,Guruge Park,cleanliness,Cleanliness,28,6,3,34,0.824,ok,108
Gampaha,Guruge Park,crowd,Crowding & Noise,5,3,4,8,0.625,low,108
Gampaha,Guruge Park,facilities,Facilities,15,7,14,22,0.682,ok,108
Gampaha,Guruge Park,price_value,Price & Value,32,10,16,42,0.762,ok,108
Gampaha,Guruge Park,roads_access,Roads & Access,5,2,11,7,0.714,low,108
Gampaha,Guruge Park,safety,Safety,9,0,0,9,1.0,low,108
Gampaha,Guruge Park,scenery,Scenery & Nature,9,23,12,32,0.281,ok,108
Gampaha,Horagolla National Park,crowd,Crowding & Noise,0,17,2,17,0.0,ok,64
Gampaha,Horagolla National Park,facilities,Facilities,6,2,9,8,0.75,low,64
Gampaha,Horagolla National Park,roads_access,Roads & Access,14,7,16,21,0.667,ok,64
Gampaha,Horagolla National Park,scenery,Scenery & Nature,3,32,8,35,0.086,ok,64
Gampaha,Mayan Water Park,cleanliness,Cleanliness,7,6,0,13,0.538,low,49
Gampaha,Mayan Water Park,facilities,Facilities,4,6,4,10,0.4,low,49
Gampaha,Mayan Water Park,price_value,Price & Value,11,6,8,17,0.647,ok,49
Gampaha,Mayan Water Park,scenery,Scenery & Nature,1,12,1,13,0.077,low,49
Gampaha,Negombo Beach,cleanliness,Cleanliness,115,43,23,158,0.728,ok,178
Gampaha,Negombo Beach,crowd,Crowding & Noise,1,17,9,18,0.056,ok,178
Gampaha,Negombo Beach,facilities,Facilities,33,36,22,69,0.478,ok,178
Gampaha,Negombo Beach,price_value,Price & Value,7,7,6,14,0.5,low,178
Gampaha,Negombo Beach,roads_access,Roads & Access,7,8,7,15,0.467,ok,178
Gampaha,Negombo Beach,safety,Safety,18,1,2,19,0.947,ok,178
Gampaha,Negombo Beach,scenery,Scenery & Nature,12,59,4,71,0.169,ok,178
Gampaha,Rukmani Devi Park,cleanliness,Cleanliness,0,19,2,19,0.0,ok,73
Gampaha,Rukmani Devi Park,crowd,Crowding & Noise,1,24,8,25,0.04,ok,73
Gampaha,Rukmani Devi Park,facilities,Facilities,2,11,10,13,0.154,low,73
Gampaha,Rukmani Devi Park,price_value,Price & Value,2,6,5,8,0.25,low,73
Gampaha,Rukmani Devi Park,roads_access,Roads & Access,0,12,3,12,0.0,low,73
Gampaha,Rukmani Devi Park,scenery,Scenery & Nature,0,27,0,27,0.0,ok,73
Gampaha,Saniro Dream Paradise,cleanliness,Cleanliness,4,1,1,5,0.8,low,80
Gampaha,Saniro Dream Paradise,crowd,Crowding & Noise,5,7,3,12,0.417,low,80
Gampaha,Saniro Dream Paradise,facilities,Facilities,6,4,15,10,0.6,low,80
Gampaha,Saniro Dream Paradise,price_value,Price & Value,13,7,18,20,0.65,ok,80
Gampaha,Saniro Dream Paradise,roads_access,Roads & Access,4,1,10,5,0.8,low,80
Gampaha,Saniro Dream Paradise,safety,Safety,18,2,1,20,0.9,ok,80
Hambantota,Bataatha Agro Technology and Tourism Park,cleanliness,Cleanliness,1,5,0,6,0.167,low,87
Hambantota,Bataatha Agro Technology and Tourism Park,crowd,Crowding & Noise,0,5,1,5,0.0,low,87
Hambantota,Bataatha Agro Technology and Tourism Park,facilities,Facilities,1,46,11,47,0.021,ok,87
Hambantota,Bataatha Agro Technology and Tourism Park,price_value,Price & Value,0,13,6,13,0.0,low,87
Hambantota,Bataatha Agro Technology and Tourism Park,scenery,Scenery & Nature,1,31,2,32,0.031,ok,87
Hambantota,Birds Research Center Hambantota,cleanliness,Cleanliness,4,23,1,27,0.148,ok,165
