media_id,kind,title,url,source_name,published,snippet,destination,district,aspects,match_method,collected_at
m_2e163575966562,news,World Elephant Day marked in Sri Lanka - Xinhua,https://news.google.com/rss/articles/CBMijAFBVV95cUxQMEZsZFR2M1hqbVNwVVhlMnV4RWluSTlETkpKQkphZ2RCWl9qUVV5a2VubWVOeWVUS2dGSUdpYjhzRDBQUDZMS0k0NWRocFVGSFZiY2M1bUV2bi1PR0Y5QlR1WGkyVlR4MElVblVlRGY0VElReTNFVUlBU09fY2MwNDZTYWtMTUlQWXpvLQ?oc=5,Xinhua,"Wed, 12 Au",,Pinnawala Elephant Orphanage,Kegalle,,search_query,2026-08-25
m_e85065b1dca1e4,news,Ceylon Silver Tips and Temple-Topped Mountains: An Insider’s Guide to Sri Lanka’s Tea Country - Vogue,https://news.google.com/rss/articles/CBMiaEFVX3lxTFB4Q2pIdWpFbkdPQUpvWXdNMjNka3BtMGEzLVJqZDFVUFdRNlJIUG03eXRVY3lWTFVBUGxqNGVQTG1DbFBNd19jX1dnMEZnN3NrWE5jUHVnR2s4cy1uREc3WHQ3bWxCYk1Y?oc=5,Vogue,"Tue, 30 Ja",,Ceylon Tea Museum,Kandy,facilities|price_value,search_query,2026-08-25
m_56ca2d186ae24b,news,The top 10 countries that serve the world's best tea - SMH.com.au,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQNDhSU0lEQmVCU0VUdG1XNHEzVTBxWWt0MnUxVVYtdTJUZVhMNjFxeTNUczVDc2g3Zlh1eVU4ek8tS2szS3JWd1VoUDBleFdhSDc5TThja2FxTjREMjlpTGZNeUI2WER6R3ROMWhNTE9MUXZlS0h4azJSYS0tR0pITTVDTFJIVWZrR19hZW9feTVBUjQzR2owWUlWQi05dmJ0bFRXel8zdW5MYU9IazRaT3hGNUZxUUkx?oc=5,SMH.com.au,"Wed, 11 Ap",,Ceylon Tea Museum,Kandy,,search_query,2026-08-25
m_7f6cc1706fa1b0,news,Discovering traditional wellness and a wealth of cultural treasures in Kandy - Telegraph India,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOdHlyejRRSDdkaUN5ZVRyVWtQdXlvbVRfeHV2M3FQTWY4RXZoSnJ0c1RKbHhZY2FNOUZMYk9SaS1wUFRmTXlJMFR0RjBRSWNxZjdtX1dqX2c5cWEyci1EQUtCczNnYzFQN1I3VUZjak8xTXpQZjVZeHVBeEpsSmJFN1N0bWQybkQ0NTBaZWZGcnlGTjUzajBaTlFNM2hyZDYwbUVIdWZ4N0RXTHFZTXJ4UHlGbEIxcEF4Wnl2T29FclVSWTkya0pvcmsxY09FX3hyNXVlT0hOaTFZOEtHblNfRnVLWdIB6AFBVV95cUxQYng5Tmx1RENhTHNjSXRGbkc3ejU0S3p6aVhOTU51QXRlU09fa25YSzM2Q3JiYTVReDRNYXd1OG1mbHY3dHpLMl9hLV9tQjZIb1FJR1MzUnJtRU5iYUhXRlFMU0FBUzdMUmVmYWhuWUZwZVZ1NHVHazczQVFxZTNQbi1WT0Y4S2xTbXZJY1ZEN1F2ek40MU9sR0MtYmZOMXlMVUpwQUZibEhGRk00ZXNJczlrZDZoTHVRU29rei1pN1RROFB4eld4eS1hWlhJWDBOTjRpYjRLNnBXVnpxbDU2WENRZ0d2alFh?oc=5,Telegraph India,"Tue, 25 Fe",,Ceylon Tea Museum,Kandy,,search_query,2026-08-25
m_2749ee8b764b20,news,Sri Lankan coastal tea: where ancient meets modern - Tea & Coffee Trade Journal,https://news.google.com/rss/articles/CBMilAFBVV95cUxOajdKeUxUNXp0VGROeUdWT0pvVmN1WXJLRnFZVWczR01mRUhzbjZnY2tMbTdiZHhEQ0V5d3ZwTTFXS1FhbzdTQ25xM01OZVZHUmF5MTA0LXNCeVEwRVlRT181RjVnZW1ZY0pob1N4bTRDenIyUzRaZmx2d2dWR1lzNm1IcTlXdVhSanRYSVRUWU00SDJL?oc=5,Tea & Coffee Trade Journal,"Thu, 19 Ma",,Handunugoda Tea Estate,Galle,,search_query,2026-08-25
m_51c02237f82124,news,How to experience tea in Sri Lanka - CNN,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1vQ3lkeEIzejRmUlI2cGhPNjk4TXNnMFpJRFAtZzdIOXpwWnhZcDBFakhfem9RTDBfd3V0OHFWdUVrQmotRWU0QzE1Q3ROMWlvekd2RlBfU1plSmxs?oc=5,CNN,"Tue, 11 Ma",,Handunugoda Tea Estate,Galle,,search_query,2026-08-25
m_3dd5b37e88c17c,news,How virgin is Sri Lanka’s Virgin White tea? - Condé Nast Traveller India,https://news.google.com/rss/articles/CBMigAFBVV95cUxQY2RWN3V3aVNWRHJ0NkgwMDQ0MFY4VUZQaEdISWdyUVhmLXVuMUVpODlhQjFoYTcyMTZxWWxTYjNJWEJIYlJEa09mMG8zMkdCU2ZVeVItUElzT3g0RmthelN6WEY5RS1Cc1FmYkk2eFJMb0gzVkVHZ2xGLTBmQjQ2cw?oc=5,Condé Nast Traveller India,"Mon, 27 De",,Handunugoda Tea Estate,Galle,,search_query,2026-08-25
m_2c99d2df4a05f8,news,National Museum robbery: Statements recorded from 52 persons - Ada Derana,https://news.google.com/rss/articles/CBMiRkFVX3lxTE4wYk9NdjBod0ZvZWJXbzBQSEk5Um5YWTRESHo0RUYtcGl3Nmc4ZDRYS2JSbWxxTy0xVmhpRE9LaGhSR0NwTVE?oc=5,Ada Derana,"Tue, 02 Ju",,Colombo National Museum,Colombo,,search_query,2026-08-25
m_40750fb9a16830,news,The best galleries in Colombo for art and design lovers - Condé Nast Traveller India,https://news.google.com/rss/articles/CBMikwFBVV95cUxPSURTSUJObkhscW5NT0dtSWtqVHpxV0FtdzQ1bkw3OERqUXBBQ1d4SDhtUDFGWW96MFgxbjlIT0xXQXh6WklDWVBQQU80ZVFBTnU4eWVtRTBXa0JTekE1cm8wNlhYcUx6NGo0MWdoQnVUTFhvVTNaMVlyZURMd1FWbm5SWGR0MUFINldYajJRTG1CQ2s?oc=5,Condé Nast Traveller India,"Wed, 29 Ap",,Colombo National Museum,Colombo,,search_query,2026-08-25
m_29f62e177b5cb3,news,"Review of Colombo National Museum | Colombo, Sri Lanka, Asia - AFAR",https://news.google.com/rss/articles/CBMia0FVX3lxTE1MSEQxMG1haHVtZHVWakstTjF1TlZFN3JISjJXZGZkdTdmdm5DZmdUVUFhZW5jSEVNR0Z4aWFHTmRhNDdyR2psWVlIWkhJZnRpZldySXRFeEVtd1FKSDQ2VUp2SF9zMkV3VFAw?oc=5,AFAR,"Fri, 31 Ma",,Colombo National Museum,Colombo,,search_query,2026-08-25
m_826eeab8f42cf8,news,'The new Bali': Why Sri Lanka should be at the top of your travel bucket list - Nine.com.au,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOay1wazBIN3lyX2lLazhQOUo2OVFHUTFkY2pMbk9jNWpOaDBGOTNGQjJKUFdQcjhVVFB1S013QjBscEduR3JadDVETlpLY1lfdlVyUGljN0k4NHJYNkg3QVE3MEVOdERXT3Fwc2Vja2xmWU1scWhMaUk2ZG92SEFiSnhWZEZLNnZrMDFVTmx6OFhhZ1dkdFNNeW5xdmxfaFdCa3FiaDB5YU5FSXRqcUtMVmQxVng0UTJKaFkzT0JRXzRtNDZGZ2Z4blNCeGJPNVFOeWtxQ3JOcFc?oc=5,Nine.com.au,"Wed, 06 Se",,Glenloch Tea Factory,Kandy,,search_query,2026-08-25
m_3ffead2e90fa5c,news,Glenloch Estate excels with two all-time record prices - Daily FT,https://news.google.com/rss/articles/CBMimgFBVV95cUxNd1JfOGdVZmVJa2NrQjdqVXcwTHVUd0JFcllhQzR4UzM5WkRoc2huaWpLVTIxS0ZMY29xenlkamFDUmJlUnRhQS1jeU1pVU9NbzE4MnY4M2ZIY2R1Tml5WUIwQS1FT1k0NTJjN09aQzhFMHA1eVA2ck9hUHR4SUNXeGw0ODBROWQxVkd1bW9ReHZtZ0Q2VE84SVRB?oc=5,Daily FT,"Fri, 08 Ju",,Glenloch Tea Factory,Kandy,price_value,search_query,2026-08-25
m_582ad9fbb16126,news,British journalists impressed with Sri Lanka’s Unique hospitality and breathtaking tourist attractions - Newswire,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNd3BiYkRmTVF2NE9CbXJhdU1HYmlBQm56Ri11RWJ6X2ZYU0NoaDlNLVZXMlE3di1ZcUR6eDhfbmtlS3kxXzAzdUY3TEs1Q0NCb3BISDBEV0VORWVlNmRRX0s4TWwzb3Z5UmlCcmNXbUFjLWM1RDN6bTNOREdyVEh4M29fWlRFWWNDTW9sZ00yZ0FRT3ctRHJJLUNUM0ZnMUd0MjdVOEdRZkN4cUJGcWRIVVF6NjIwTklOUjlhbXdPTVhTTWVqclZJazRVTzZrX0NtSXRj?oc=5,Newswire,"Wed, 25 Oc",,Glenloch Tea Factory,Kandy,scenery,search_query,2026-08-25
m_7d9e5b73edc240,news,Brewing Excellence Hayleys Plantations Tribute on International Tea Day - Daily FT,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPTzBZUXp5bGJ5ckNMSzFtcFdxSlRsNkdfU0pFTExZVWVjNEVxYWZCV0FwSmxiZjBBYWdOVmo1aXlyMDdiRkRudXRiVl83NTk2am8tR1hzM1NOYXhVblhyNlFpa1ZOMFJJMG5hRWFuQXNnVlFhRGxSbFA4MEFLNzFZb3VoY09lZmYxR01RX0FLRWdkYVdNbklrV29SQ1VnaktMR3JlUU13VVdvQlhkRkk1UXl5NF9NYlJ1bEF5bi0xdE1EUQ?oc=5,Daily FT,"Thu, 21 Ma",,Pedro Tea Factory,Nuwara Eliya,,search_query,2026-08-25
m_d6d30936bf4beb,news,"9 amazing places to stay in Sri Lanka's Hill Country, from traditional tea bungalows to hilltop hotels - The Telegraph",https://news.google.com/rss/articles/CBMisgFBVV95cUxQQkg3VGVxT1d6N21JTDdsS2NPV1l2bTQydzhVSHlCTFZPQWNZbktpUVllSzNjU3RhQlMyNmpvYWgtQTVpV2dLcVZ3N1FWWTladDhiLVlfNGRFajVWSHFoVkRjTHFKQW04WmlUREZhWS1mbGpZc1psdzg0SWVldWpQY2lDZ3Q0bXpleE9udFRxbzd2SE1WejJ1WmtWRkY5QjJrWWRKa3J4dGlFdjBMRk1Ib1RB?oc=5,The Telegraph,"Thu, 19 No",,Pedro Tea Factory,Nuwara Eliya,scenery,search_query,2026-08-25
m_0d07320a4a969f,news,PMD Tea celebrates Queen’s Platinum Jubilee as exclusive supplier to the Royals - Daily Mirror - Sri Lanka,https://news.google.com/rss/articles/CBMixwFBVV95cUxOaDFqWlcyRzJTSzBhejBzaFdJT01FbTQ5QnJJVVhTYVZIOG9iZVV4cm5UWjQ0QVhoc2tjanZTTmtfclFMRi1nSnN0TDV4blNyTVA1WEszY0FUOHdOVVNUWXBWUDFtOXJwSWNRVnlmOXNqNzlGWDc0MGVEWkhOYU9wM3hzbXJCZVBjcEppZlhEU09fZjdFaGRTVlRGUVE0LXNzUmxVa3BzQ3pyaHJSWGRNSWxVTTlpTWFQbEpJUHBLRHJabzM0QVhv?oc=5,Daily Mirror - Sri Lanka,"Sat, 04 Ju",,Pedro Tea Factory,Nuwara Eliya,,search_query,2026-08-25
m_ba417fceb9327f,news,Adverse weather impacts Sri Lanka’s tourism activities - TTG Asia,https://news.google.com/rss/articles/CBMikwFBVV95cUxQV2RTYllMTEFwd0FUTTZQV1REZkVrSG9Pb0VxSHFWWXBqRHFCXy1lVW5OTmwxWHpsN1NiNHVjalpzOXlxVm9jemxPNUtyQ25EaUFZM2pwTkp6eXV6UWlrV3JLa3RVRzFnaWQ4RzJRUVFwQXNnMk9mMTU5ZHFCeTdIaWU5SDJPa2dOVnlUbmJfclZPRVU?oc=5,TTG Asia,"Fri, 28 No",,Kandy Lake,Kandy,,search_query,2026-08-25
m_077c5c8171f5a7,news,Woman jumps into Kandy Lake after being ‘sold’ by drug addict husband - Sri Lanka Mirror,https://news.google.com/rss/articles/CBMiogFBVV95cUxNS0k1UlpfR2FuWWpoTGhKcGVOTU82XzV5R3RFZ2UtaTJQNmZPemxXaWRSMHVQbHV4QnR6QXoyelJZazhfeVlPS21jRjdBMXI0Ym9RWXZBOFdjUnd1UGE2eVZ4cU83UGFOdFJSc0ZESy1ycEZhaE5ORnJBUlprTmQwV3VlazlVOFF1cjAyZ0NqaHRvT0ZONmxSX1F2QnZ2Z3NJZVHSAaIBQVVfeXFMTUtJNVJaX0dhbllqaExoSnBlTk1PNl81eUd0RWdlLWkyUDZmT3psV2lkUjB1UGx1eEJ0ekF6MnpSWWs4X3lZT0ttY0Y3QTFyNGJvUVl2QThXY1J3dVBhNnlWeHFPN1BhTnRSUnNGREstcnBGYWhOTkZyQVJaa05kMFd1ZWs5VThRdXIwMmdDamh0b09GTjZsUl9RdkJ2dmdzSWVR?oc=5,Sri Lanka Mirror,"Mon, 20 Ap",,Kandy Lake,Kandy,,search_query,2026-08-25
m_e14ce7ae1190ab,news,Is Kandy Safe for Travel RIGHT NOW? (2026 Safety Rating) - Travel Safe - Abroad,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9ITV9CUm5nQ2lBS3RPT2R0MTJPYVF3UFhDRkNvLTNORG5Ya0E4cW1LZWk0d1NtZGI2MkcxTDJ1b2RIVlBwWHVrMUdlR0RYNF85bkNZTWVJUWljWGdEMy1v?oc=5,Travel Safe - Abroad,"Wed, 01 Ju",,Kandy Lake,Kandy,safety,search_query,2026-08-25
m_04abb9523b51c4,news,"The best places to visit in Sri Lanka in 2026, ranked - qz.com",https://news.google.com/rss/articles/CBMiXEFVX3lxTE0yV1pYMlk5UE5FcEhSRm9WQXZLM202bzI2dVJsZEZPTmg4MWV0THpVTUVHQlhXeUFnVWtNbEtNUHRUbHNPd3MxV3Y4TDZ4S010QThMdTQzT1R1bVgz?oc=5,qz.com,"Mon, 24 Au",,Temple of the Sacred Tooth Relic,Kandy,,search_query,2026-08-25
m_a28da817afe0e3,news,SLT-MOBITEL Extends Partnership with Sri Dalada Maligawa for Over a Decade of Connectivity Excellence - Colombo Gazette,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQQ1dFdTE2V2tkemVrY2RjV0Zlb3VkMTZEODBuVTBudUJWek5tc3Z3VkZiQ1hRTEVjRkNSNEdlZEx3RzlZNEpMUlJVbU9KU3huZzM4VGFubXp3MlZLOFpOUW0ydXpjcVFaT0drVlhKNk9OdUplc0h6NGxmdERSZmk2YmFXS1JCYW9hTDdNQy1Kbk92Z3NHZWF0dVRXbXlMTG44UFZ3ODh6aGRlMlp0MGdwZlh2MG50bDVEQm45QkpwMERnSzZ2RjR0WnA3SHRWby1FR2R5a1hR?oc=5,Colombo Gazette,"Sun, 23 Au",,Temple of the Sacred Tooth Relic,Kandy,,search_query,2026-08-25
m_79deba87ec4839,news,Diplomats in New Delhi to experience Esala Perahera - dailynews.lk,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQYXFFVlBuR3QxOEpFczFNMmttSE5MbGNhbzFIV0wyNU85bDVldF8xSXBwT3ZxRnhMYjQ3dDUyVmJ5VVd4OVRPT1ZTQ1NwZjlDR2E2cnBBZUVQZGtBSzNHRHZ6Z2F0cDlHRkpqWkc2S3lKR3pDZndRbFZORXJ3azVrTUo1OEdQel9zem1kaGcyV0ZSblctYnNBbHRvOUpLMFJyZmNKZ0FNX2RMUQ?oc=5,dailynews.lk,"Mon, 24 Au",,Temple of the Sacred Tooth Relic,Kandy,,search_query,2026-08-25
m_c769e574d4d994,news,"Sri Lanka suspends senior monk accused of child abuse, stripped of sacred Bodhi tree custodianship - Malay Mail",https://news.google.com/rss/articles/CBMi5wFBVV95cUxQc1FvRU5yQzdlUTdtUzdCTEhMQnpkVDFpRVI1aGVfeTBUM3JMeHRBN0dISmZrazhtMGR4cnYzakNHMkpQX2w2emU1R3FoTXJfb2RrQW1QTnB3c3N5R1NuYWJjdkNYTk9DYWdBV0FNamV5a18tM1N6YmxBdFJMWG0ydEhQZXZsbW40b21lc0ZiYnZmeVk4U3hZWENmbzlYTWdHSnpaQW9acFVTdndPNF9RLUluaE5ORjRDakRqaV9wb3czSUpLT3h2WkVVc2p1TGx2azdPdlY1dFJuWUE0dExvRzE4cVdoSjDSAewBQVVfeXFMUGNmVEFMUTFLUXM5V21VNl9NWmVSNW9VOVI3QUYycXFsZG80RkM3bmZsQXFmUjZVYlh2dWlHa21sUVp3d3FocVlSeW9TLXBwZW5qWjBKRGlXcVAwUHdCak80dVhXa1FyR0tmRHZGeFRsTkRoengyNlNLR2lyRDFaR3lSMDdyX2Z4WHJlQmpkQnRPRWowQktPSV9JZ1JTeWszZDRaWGtSSjQyOEMxX1Y2czZ3RDQ5akpoV0FqT05WZzVKY0ZBY2dDRUVjakV3eG1Ib1IyeUZQb0J3RUJla0VURDZWMDdoUGttOGNCeHA?oc=5,Malay Mail,"Sat, 30 Ma",,Jaya Sri Maha Bodhi,Anuradhapura,scenery,search_query,2026-08-25
m_11cb68d71a11a0,news,Sri Lanka and India - Island.lk,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBJb0FUbXMwNXcwR2FFYThublVYTjBJanh4RHlYUDI3X0lneVBXN1MwUzRjd1lndWVQUGsyRGU0bVRDcHUzU3dyaWo2alF3Zw?oc=5,Island.lk,"Mon, 24 Au",,Jaya Sri Maha Bodhi,Anuradhapura,,search_query,2026-08-25
m_9bb8fd71d9a966,news,"Flames of faith: The Daramiti Perahera - The Sunday Times, Sri Lanka",https://news.google.com/rss/articles/CBMikgFBVV95cUxOYXF0d2ItMk50UHMtYkJXcUEyMUNEWk9GY1h5a0xPaEZuaXdNYlNQcTlDRVoxb0h5QUtrTGxTbWR0elBOeVN5ZmRqbTIxX0VCQlpPNmp4UnozS3N5VmFvNnFuZHJUZllXYjVZd2hUQ3NNREFjejNpTk1KUU43MzJ0UnBlYmZXUURXRUFNS1BLbk5GZw?oc=5,"The Sunday Times, Sri Lanka","Sun, 23 Au",,Jaya Sri Maha Bodhi,Anuradhapura,,search_query,2026-08-25
m_157573d1f3b53b,news,10 Best Places To Visit In Sri Lanka-In Pics - India.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxNOUlMbGFOWEtjd2hXS0daZ1BfSTlwZnNVU2xRdW1FOGs5REQ4OE9rQ3Z1bTQyUm9kMTFTZGhEYUkxeGQ4dDU5RFBOUEJEV244M01fMXRVc3o3endJQlY0QXcwX0xOeldTcm5EX2JTUFBYVXdoMlB4N2F3RFFzdXdxcUFxTUxCaVhZQU1ocVF5ZlFQVEE4Z3V3UNIBmAFBVV95cUxNOUlMbGFOWEtjd2hXS0daZ1BfSTlwZnNVU2xRdW1FOGs5REQ4OE9rQ3Z1bTQyUm9kMTFTZGhEYUkxeGQ4dDU5RFBOUEJEV244M01fMXRVc3o3endJQlY0QXcwX0xOeldTcm5EX2JTUFBYVXdoMlB4N2F3RFFzdXdxcUFxTUxCaVhZQU1ocVF5ZlFQVEE4Z3V3UA?oc=5,India.com,"Tue, 12 Se",,Gangaramaya (Vihara) Buddhist Temple,Colombo,,search_query,2026-08-25
m_d174833faeeb87,news,A self-guided family adventure around exotic Sri Lanka - SMH.com.au,https://news.google.com/rss/articles/CBMizgFBVV95cUxOclFubV80aFBab2FUWUdmV0lQcGwycC1wcHdvMTRGbm01d0VISkxBenJ3UmFCMHBiQWRIUUhHZXRlSExmcXRwZmpTYzVWSGZON1RtREtkS0pudXpKdkhvNEZhNnJLcnlZMVhrTndVLVhNSFF3VDctNXpoQ250TGJadHdFN0ZVRmxuRTN1aTlhT2JPZW1ic0RPNjI1SWE2QnVzMkpveEF0a0t1dVNfa1R4WXlwUnNRUVNaRU80VEpBODhmUHZ3czU1RW1sQTg5QQ?oc=5,SMH.com.au,"Tue, 01 Oc",,Sigiriya The Ancient Rock Fortress,Matale,,search_query,2026-08-25
m_10b057d42265d8,news,20 of the Best Travel Destinations to Visit in November - Much Better Adventures,https://news.google.com/rss/articles/CBMihwFBVV95cUxPbDNYdWZvbGRUQV90Nncya2xlX1FjVWE2R21nbW01S09FTUZvMnk1dkozQkNfQWdKQW9xNjZ2MjhCNkRaMzJfcG9nNkxQSXVzbmhOaHN6WWxwYnc0REt5RzcycEdIeE1ZME0zYTRROENabkpDMUtJaFgzQmtVMXdiS0o3MklrbVE?oc=5,Much Better Adventures,"Thu, 11 Ju",,Sigiriya The Ancient Rock Fortress,Matale,,search_query,2026-08-25
m_ef5f1c2eeca96d,news,THE MYSTERIOUS ROCK ART OF KURULLANGALA - LankaWeb,https://news.google.com/rss/articles/CBMikAFBVV95cUxPeW9TMnRlc2tJVDlFRGFFemhzNjliSS1QWThBc3dZYy1mQlhNVU9YUS1aOTE0VGRsV3NkRGl6d0FpY3M3UmdoX0tUaDJNV0I2eHpNalgxT0ZRNkZNeVNzbVZTcllQa2RWUmpjbWxhRjhhSWMxS29Wb0hOV19zXzgtc2N3N0M0RTE1OWkzMncwZHk?oc=5,LankaWeb,"Tue, 04 Ap",,Sigiriya The Ancient Rock Fortress,Matale,,search_query,2026-08-25
m_8e5c5d5ff16ae6,news,"He left an indelible mark on the hearts of Sri Lankans - The Sunday Times, Sri Lanka",https://news.google.com/rss/articles/CBMitgFBVV95cUxOamdaZlpIckJvNlRBNGZfeFhycHVmMHBwejQtVVRWVHhVemp3SkIyc2gtdm5uX05wUUt4T2Rsdzl2OTlob3RBRjRFVkJPbmJBOTgybHJkbG00TDVGVnE3RW1VNW41ZkNET1VaTWFhV2JqazlmSXdHcjgySkwxZVVZdG1QNXl3bkRnWng2U1l2MlF3OHNSajB4V0laRmJ4YXdGY2Y1bHhlRFVvbjRLdldjaGlHLUU4QQ?oc=5,"The Sunday Times, Sri Lanka","Sun, 26 Oc",,Kalutara Bodhiya,Kalutara,,search_query,2026-08-25
m_d893fc72a993ee,news,Anantara Kalutara review: Tropical luxury with a side of Sri Lankan history - thenationalnews.com,https://news.google.com/rss/articles/CBMijgFBVV95cUxQcURSUlNZSDJsV3RvTmd2UE1IRjNJWmZTdmxuOEE2VjBJTC1BdmoyVW9POG1FZ1FBT3JzcGNDN0w2SjJxWXV0ZEtMZS1EQ3JOb19PQ09ROGQ4VzBKRVczbHBldV9kcXF4R3BmZUZ4ZXlrNDB4ZndtdlQ1UEhjaGtCX1NhOXNnVWNIUFQ1a0d3?oc=5,thenationalnews.com,"Fri, 23 Au",,Kalutara Bodhiya,Kalutara,,search_query,2026-08-25
m_7d84a87d6dbc21,news,The great man who turned the Kalutara bodhiya into a sacred place - Island.lk,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOYUpSVm1zcU4zNkhDdW9CczdpckJjUmVPUzJqeXg5aWtaTGNYUDQ3LTUtdTdoZUxiS2hZb08zZDBNZ2JVcnVVTkh0Mm1CaFZINWhVanZzMTUzemlKWEJ5czZFeGdyUng2N2UzcmV1LWlqR1FYWEVNcDBWV0s1SDVDMzRkTjhOcjhzSTlr?oc=5,Island.lk,"Mon, 26 Oc",,Kalutara Bodhiya,Kalutara,,search_query,2026-08-25
m_23148111e1bf90,news,Kumar Sangakkara’s Galle Fort Home: How the cricket legend transformed a 120-year-old villa without losing - The Economic Times,https://news.google.com/rss/articles/CBMinwJBVV95cUxQLWJJNEhlTmdkTDB1SFRYU1Ztc2RqNEk0blZ6TzdrMWNNclYyVU5RY1A5RTF3cEEwV2NLSlJqVlhuSklwSDZRbmdWVWh2aTZnZ1RDaWJMU3NnZ3A4dTlzdFFTNm01WGtUTVI0OGcza1FXMXFsLUNTZVAxQWlEWVpyVFYyOVh2SElubFB3TFhjNFZzRURaM096RnY3bHNuR2R5X0lhVFF0a1JEVGhtZ0RqSjlfNWNFeUloSXhhWlJKZFByLWJEM0FGSWhNYVBULWJTcVA4c0JKT0xrTWwyc0ZRUzJENnhqd2tYekFvVW1jVk1abi13OG1KS3o1QUNzdzFfdllkX1AteXQ2TldJbnVQTl9GQV90c0Zid3JxTHk2VdIBpAJBVV95cUxNR2ViNDhmM2JmbHlCZ0tVNDhyWGV4TnB6VV9VdURlSG5GYkdQWnNNSlZ2TXBlWXhnME53allFbXdkNHlORVhWSjA0NDRRZElWb3FKUl9oalotZVRtQ3NjZkF4MTlPYTl4V0NoZm1JeUVBajdzdFNkWWdGMnpicGRSVnZuZkswVkE2UzlGOHRwT2xUaGtGUVVBR09mcmJWUGExeTAwZDhKSnhWMkF4RjVIWXl4MkhvZGJPQ2V6czdXb29PMG5Xb2Nxa0lhT2NfRkhjRFBlLXFKZWUyQndpcXdZZG9RdlBSR2FhTmxORC1wQXgwekotRU5uNUdNQm5QTFBGZW9FSEZEbS1DOHhWdGNuQUplT09WdkFVRDdZNG9OT2Z6cUU2?oc=5,The Economic Times,"Tue, 25 Au",,Galle Fort,Galle,,search_query,2026-08-25
m_f620ee4a274318,news,"Sri Lanka warm up against the backdrop of Galle Fort, Galle, August 5, 2014 Associated Press - Cricinfo",https://news.google.com/rss/articles/CBMilAFBVV95cUxNMUxzUmpSbUFIYU9ia2pNSFZ1Szl1WDBmVHZITnhObGpXZFJ5bWRsZnBjT2RZLUR1QktMUmQtRVpuZndSQ0htTEFlSjkteHdadUUxMldmZjkxZ2ZlbFRaLXlMUHdQYkF2Mk15aVAyRTEyXzVjOU9TU3M2QlJOelJrV3R3SUxuU0RYNC16LUdXSjBTYk5Z?oc=5,Cricinfo,"Sun, 23 Au",,Galle Fort,Galle,,search_query,2026-08-25
