media_id,kind,title,url,source_name,published,snippet,destination,district,aspects,match_method,collected_at
m_6071ddc4ad5589,youtube,Horton Plains National Park | Sri Lanka,https://www.youtube.com/watch?v=bEQQ_GkfaYc,Aegle Creations,2024-01-29,"Located in the central highlands of Sri Lanka, Horton Plains National Park is one of the most beautiful national parks in the country ...",Horton Plains National Park,Nuwara Eliya,scenery,full_name,2026-08-25
m_44289d28c940eb,youtube,Horton Plains National Park | World’s End | Sri Lanka 🇱🇰,https://www.youtube.com/watch?v=QfccLnGZd6w,Nicole & Ryan,2022-03-12,"In this video, I'll be taking you through my journey of visiting my favorite hike in Sri Lanka! From the vast different terrains, stunning ...",Horton Plains National Park,Nuwara Eliya,roads_access|scenery,full_name,2026-08-25
m_096de02a3de772,youtube,Horton Plains National Park | Part 1,https://www.youtube.com/watch?v=LM911bmHzI4,Aegle Creations,2024-04-16,First part of a documentary series focusing on the history and ecology of Horton Plains National Park in Sri Lanka. This part is ...,Horton Plains National Park,Nuwara Eliya,,full_name,2026-08-25
m_17eefb9e431170,youtube,"Horton Plains National Park, Srí Lanka 4K",https://www.youtube.com/watch?v=5AD5NEPlz5g,Votocek Art Company,2018-05-20,Horton Plains National Park is a protected area in the central highlands of Sri Lanka and is covered by montane grassland and ...,Horton Plains National Park,Nuwara Eliya,,full_name,2026-08-25
m_6a39d479072cb8,youtube,"Riverston, Matale ❤️🍃 #srilanka #travel #relaxing #riverston #matale #beautifulnature #upcountry",https://www.youtube.com/watch?v=NtMl3Ck_aUI,Enviro Trails,2023-12-09,,Riverston,Matale,,full_name,2026-08-25
m_7774e33c37eb68,youtube,Riverston Sri Lanka🍃:( Everything You Need to Know Before You Go),https://www.youtube.com/watch?v=69nv5UqNg2g,LAKIYA Vlog,2026-07-13,"Mist, Mountains & Magic: Exploring Riverston, Sri Lanka! Have you ever been to a place so beautiful it completely takes your ...",Riverston,Matale,scenery,full_name,2026-08-25
m_2b612cf464af19,youtube,Must visit places in Riverston (Matale)  #riverston #srilanka #traveldestinations,https://www.youtube.com/watch?v=j7PpVnMky8w,Things I Know,2024-07-12,,Riverston,Matale,,full_name,2026-08-25
m_dac25fae98bd06,youtube,Riverston – Sri Lanka’s Hidden Cloud Kingdom #hiddensrilanka  #RiverstonVibes,https://www.youtube.com/watch?v=NQeWonloAhI,Visit Srilanka,2025-08-12,"Riverston Sri Lanka | Hidden Mountain Paradise | Cloud Forest & Mini World's End Welcome to Riverston, one of Sri Lanka's ...",Riverston,Matale,scenery,full_name,2026-08-25
m_3d047766247533,youtube,Riverston Sri Lanka Travel | Matale | Haritha Gaweshaka #vlog #nature #travel #viduranga,https://www.youtube.com/watch?v=YVJY3GUzTL0,Haritha Gaweshaka හරිත ගවේශක,2025-07-30,"හායි යාලුවනේ ❤️   , Riverston Sri Lanka Travel | Matale | රිවස්ටන් | Haritha Gaweshaka #vlog #nature ...",Riverston,Matale,scenery,full_name,2026-08-25
m_5371f2773dc839,youtube,Moon plains | සඳතැන්න | ලංකාවේ උසම කඳු 9 ක් බලාගන්න පුලුවන් 360° view point එක,https://www.youtube.com/watch?v=7eVX6FqbkHQ,TRAVEL LENS,2025-09-26,"Moon Plains – Nuwara Eliya Moon Plains, locally known as Sandatanne or Sandagalatanne, is one of Nuwara Eliya's more recent ...",Moon plains,Nuwara Eliya,scenery,full_name,2026-08-25
m_ecc10a5a718f97,youtube,Moon plains | සඳතැන්න | ලංකාවේ උසම කඳු 10ම බලාගන්න පුලුවන් view point එක 😍,https://www.youtube.com/watch?v=yMQrT-UUNYI,Man Saranna මං සරන්නා,2023-11-19,"travel #srilanka #hiking #camping #mansaranna #asmr #moonplains Hello ! කොහොමද? ‍♂️ Moon Plains, also known as ...",Moon plains,Nuwara Eliya,roads_access|scenery,full_name,2026-08-25
m_88391a826de798,youtube,Exploring Moon Plains: Nuwara Eliya Safari Adventure | Sri Lanka,https://www.youtube.com/watch?v=V-4NBA_qAQw,Miles With Sadam,2024-04-19,Exploring Moon Plains: Nuwara Eliya Safari Adventure | Sri Lanka Embark on a captivating journey through the lush landscapes ...,Moon plains,Nuwara Eliya,,full_name,2026-08-25
m_24322204a5fc5d,youtube,Moon Plains | සඳ තැන්න | Nuwara Eliya | Hidden Gem of Sri Lanka | Stunning Travel Vlog 2025,https://www.youtube.com/watch?v=XrY-9BZFQVA,Easy Travel විස්තරේ,2025-07-26,"Welcome to my Sri Lanka travel vlog! In this video, I take you to one of the most beautiful and underrated places in Nuwara Eliya ...",Moon plains,Nuwara Eliya,scenery,full_name,2026-08-25
m_9fa4bbcde19304,youtube,கடைசிவரை உயிரை கையில் பிடித்துக்கொண்டு பயணம் | Moon plains safari 😲😳 | Tamil,https://www.youtube.com/watch?v=QXfaP7GQeuI,Theepa Vlog,2024-05-14,கடைசிவரை உயிரை கையில் பிடித்துக்கொண்டு பயணம் | Moon plains safari | Tamil ...,Moon plains,Nuwara Eliya,,full_name,2026-08-25
m_1462b44a403281,youtube,බඹරකිරි ඇල්ල එදා සහ අද / Bambarakiri Ella then and today,https://www.youtube.com/watch?v=pTS8YGIGWt0,Viridu Asanka - මාතලේ,2025-12-07,බඹරකිරි ඇල්ල එදා සහ අද / Bambarakiri Ella then and today #bambara #waterfall #srilanka #nature #disaster ...,Bambarakiri ella,Matale,scenery,full_name,2026-08-25
m_a5bbeacb275bca,youtube,Bambarakiri Ella. Riverston. Matale. Sri Lanka. #travel #srilanka #waterfallsrilanaka #riverston #lk,https://www.youtube.com/watch?v=MK6PMJmuffk,Yasitha Damruwan,2025-02-17,,Bambarakiri ella,Matale,,full_name,2026-08-25
m_9e28b8e51ea295,youtube,Bambarakiri ella Matale | Riverston part 2 | අත් වැල් පාලම යට දිය ඇල්ල  | බඹරකිරි ඇල්ල,https://www.youtube.com/watch?v=i8Zby6Jhg58,Man Saranna මං සරන්නා,2021-02-06,riverston #srilanka #matale #bambarakirifalls #mansaranna #travel_vlogs Watch part 1 before this.. This is part 2 All details ...,Bambarakiri ella,Matale,,full_name,2026-08-25
m_2a1fb237f6a034,youtube,Bambarakiri 😯Ella Waterfall #travel #srilanka #shorts,https://www.youtube.com/watch?v=9CciiFEUSf8,Chami vlogs,2023-10-23,"Bambarakiri Ella waterfall is situated in the picturesque #Knuckles mountain range, close to Rattota town in Matale District.",Bambarakiri ella,Matale,scenery,full_name,2026-08-25
m_93e288ab917192,youtube,Bambarakiri ella falls Sri Lanka 🇱🇰 #srilanka #travel,https://www.youtube.com/watch?v=CAQDlgMR6Cc,Beautiful Sri Lanka,2023-05-01,,Bambarakiri ella,Matale,,full_name,2026-08-25
m_2d6ff7d0d5e326,youtube,සෙම්බුවත්තෙ යන්න කලින් බලන්න Sembuwatta Lake Matale  | Sinhala Vlog 😍 #travelvlog ​#srilanka,https://www.youtube.com/watch?v=OF0j7DEvW6U,Travelo,2025-07-22,Thank you for watching my video. We all do travel but on different roads. ♦️Sembuwatta Lake | Matale #travel #nature #srilanka ...,Sembuwatta lake,Matale,roads_access|scenery,full_name,2026-08-25
m_d900fd204b9475,youtube,Sembuwatta Lake | Matale District | Sri Lanka,https://www.youtube.com/watch?v=7H7eHmYhoow,The Musical Traveller | Epic Ceylon Trails,2023-08-28,,Sembuwatta lake,Matale,,full_name,2026-08-25
m_276fc54d4b6421,youtube,Cable Gliding | Sembuwatta Lake | Sri Lanka #travelvlog #visitsrilanka #hiking #everyone,https://www.youtube.com/watch?v=ynDUUvVl7dI,The Musical Traveller | Epic Ceylon Trails,2023-08-28,,Sembuwatta lake,Matale,roads_access,full_name,2026-08-25
m_a02cf8dfa47923,youtube,Sembuwatta Lake- Man Made Lake From A Natural Spring | Sri Lanka,https://www.youtube.com/watch?v=L6y1P2LiR0A,Kumbuk TV,2020-09-17,Sembuwatta Lake Location: Elkaduwa Like us on Facebook https://bit.ly/2Vtd9Ve Contact us ...,Sembuwatta lake,Matale,scenery,full_name,2026-08-25
m_a7a04ef4dc53ea,youtube,සෙම්බුවත්ත වැවට ඔයාගේ වාහනෙන් යන්න කලින් මේක අනිවාර්යයෙන්ම බලන්න!  Sembuwatta Lake |Travel Warnings,https://www.youtube.com/watch?v=DMcN0LJipgE,Mr & Mrs Traveller,2026-06-12,කාර් එකෙන් සේම්බුවත්තට ගියොත් වෙන්නේ මේකයි! | The Truth About Sembuwatta Roads ...,Sembuwatta lake,Matale,roads_access,full_name,2026-08-25
m_f992f70765ca54,youtube,Yapahuwa Rock Citadel | Yapahuwa Kingdom | Sri Lanka,https://www.youtube.com/watch?v=wfyb3TAoMiU,Destination SRI LANKA,2020-02-22,The rock fortress of Yapahuwa lies within the cultural triangle and is well worth a visit. The Yapahuwa kingdom lasted only 12 ...,Yapahuwa rock fortress,Kurunegala,,distinctive_token:yapahuwa,2026-08-25
m_f46af420a38093,youtube,Yapahuwa Rock Fortress | Sri Lanka 🍂,https://www.youtube.com/watch?v=TmNby2Tf_-8,Shawish 👣,2023-12-12,Yapahuwa Rock Fortress | Sri Lanka.,Yapahuwa rock fortress,Kurunegala,,full_name,2026-08-25
m_59b779037fe87c,youtube,"Yapahuwa kingdom | සීගිරියට නොදෙවෙනි යාපහුවෙන්, වැදගත් තොරතුරු රැසක් හමුවේ.",https://www.youtube.com/watch?v=8XlsQitjsBU,BMK Travel Stories - Buddhika Mahesh Kodikara,2024-11-14,yapahuwa #sigiriya #hela yapahuwa ruins | Yapahuwa kingdom | Sri Lanka ancient capitals | yapahuwa temples | yapahuwa ...,Yapahuwa rock fortress,Kurunegala,,distinctive_token:yapahuwa,2026-08-25
m_78fc0e32b849ab,youtube,Yapahuwa Kingdom of Ancient Sri Lanka#history #englishtranslation #subscribe 👍👍👍,https://www.youtube.com/watch?v=mvl6ERbe5KU, KNOWLEDGE - අමතර දැනුම 🌏🌏,2025-07-09,,Yapahuwa rock fortress,Kurunegala,,distinctive_token:yapahuwa,2026-08-25
m_b5c2f845892bf4,youtube,Yapahuwa Rock Fortress in Sri Lanka,https://www.youtube.com/watch?v=oOdkaVfOGmc,Chasing the bliss,2020-09-25,Yapahuwa rock fortress is one of the phenomenal capitals of medieval Sri Lanka. It is located between Kurunagala and ...,Yapahuwa rock fortress,Kurunegala,,full_name,2026-08-25
m_90257b5ce5db72,youtube,හැන්දෑවක මෙතනට ගියොත් නම් එන්න හිතෙන් නෑ 🌿✨🌻| Riverstone Pitawala Pathana Mini World’s End Matale,https://www.youtube.com/watch?v=mrEC_xJQG_c,Yamuda Machan,2026-08-21,Join us on another beautiful journey through the mountains of Sri Lanka as we travel to **Riverston and Pitawala Pathana – the ...,Riverston,Matale,scenery,full_name,2026-08-25
m_cbecf988402044,youtube,පිටවල පතන 🍃❤️👣 #riverston #pitawalapathana #matale #srilanka #viralshort #travel  #4kvideo,https://www.youtube.com/watch?v=3hd-ys9VTCY,Madhuranga Official,2025-05-27,srilanka #srilankatravelvlog #srilankatravel #srilankanews #travel #travelvlog #traveling #travelling #travelphotography ...,Riverston,Matale,,full_name,2026-08-25
m_3907362e1b1bea,youtube,Pitawala Pathana Sera Ella Riverston Matale Sri Lanka Travellers by Willrich,https://www.youtube.com/watch?v=sRx_p-Pwvxs,Travellers by Willrich,2021-02-20,"foryou #shorts #fyp #life #ad #motivation #viral #live #meme #trending #youtube #pitawalapathana #riverston, ...",Riverston,Matale,,full_name,2026-08-25
m_4a57c1d5b46e82,youtube,"We Found Paradise in Riverston | Waterfall, Paddy Fields &amp; Local Villages!",https://www.youtube.com/watch?v=mTmKndKBQyg,Travel With Wife,2026-06-25,"Join us on one of our most memorable family adventures as we explore the breathtaking beauty of Riverston, one of Sri Lanka's ...",Riverston,Matale,scenery,full_name,2026-08-25
m_ef77f61ded9fb4,youtube,Pitawala Pathana 😱  Mini Words End | Riverston 🌿🍃🍀🌱 🦋🌦💨🌸,https://www.youtube.com/watch?v=eiqQEXihmF4,Isuru L Perera,2024-05-29,A unique grassland found in the Knuckles Conservation Forest Pitawala Pathana | Mini Words End ...,Riverston,Matale,scenery,full_name,2026-08-25
m_c208074cdace8c,youtube,Kirigalpoththa Hike &amp; Camping in Horton Plains National Park @mansaranna,https://www.youtube.com/watch?v=FijNm9-odMY,Trip Pisso,2025-01-28,Camping in Horton Plains & Hiking Kirigalpoththa Kirigalpoththa is the 2nd tallest mountain in Sri Lanka at 2388 m above mean ...,Horton Plains National Park,Nuwara Eliya,roads_access,full_name,2026-08-25
m_06b63290585957,youtube,Top Places To Visit in Riverston Sri lanka 🇱🇰,https://www.youtube.com/watch?v=ddm4Yhs_NHQ,incredible moments,2023-03-17,"Places To Visit in Riverston, Sri Lanka Riverston is on the top of the list of most beautiful places to visit in Sri Lanka. It is located in ...",Riverston,Matale,scenery,full_name,2026-08-25
m_7664291b0ac9ab,youtube,Bambarakiri Ella 😍🇱🇰 #srilanka #travel #nature #shorts #waterfall #river,https://www.youtube.com/watch?v=vP5Kaa3Zxlo,Hansaja Satharasinghe ,2024-06-29,,Bambarakiri ella,Matale,scenery,full_name,2026-08-25
m_00681178b131ca,youtube,Picture.lk TV : සෙම්බුවත්ත - Sembuwaththa Lake ( Matale )  - Places to Visit in Sri Lanka,https://www.youtube.com/watch?v=cEuXoIOFTuc,360View TV,2018-12-12,"Sembuwatta Lake is a tourist attraction situated at Elkaduwa in the Matale District of Sri Lanka, adjacent to the Campbell's Lane ...",Sembuwatta lake,Matale,,full_name,2026-08-25
m_88d09541174025,youtube,Yapahuwa Rock Fortress — Complete Sri Lanka Travel Guide,https://www.youtube.com/watch?v=Kt5X1aTxl2M,Santhosh Rupert,2026-03-07,"One of Sri Lanka's hidden historical treasures — #Yapahuwa Rock Fortress. Located in the North Western Province, Yapahuwa ...",Yapahuwa rock fortress,Kurunegala,facilities,full_name,2026-08-25
m_5bb89cbbcd6349,youtube,Yapahuwa |100 Journeys Sri Lanka | SO Sri Lanka,https://www.youtube.com/watch?v=JWVy33MUjUs,Sri Lanka Tourism,2023-04-20,Yapahuwa is a magnificent piece of history located between Anuradhapura and Kurunagala. This citadel is unique because it was ...,Yapahuwa rock fortress,Kurunegala,,distinctive_token:yapahuwa,2026-08-25
m_2d4f7de6b84ebe,youtube,1 Minute in Paradise – Mirissa Beach Sri Lanka 🌴🌊,https://www.youtube.com/watch?v=_av_iezTAyc,CeySoul Lanka ,2025-10-07,"Welcome to the breathtaking shores of **Mirissa Beach**, located on the southern coast of **Sri Lanka** . In just 60 seconds, ...",Mirissa Beach,Matara,scenery,full_name,2026-08-25
m_0874c563853e9e,youtube,ගෙඩිගෙයක් කියන්නෙ මොකද්ද දන්නවද? නාලන්දා ගෙඩිගෙය හැදුවෙ කවුද? | Nalanda Gedige in Sri Lanka (Part 1),https://www.youtube.com/watch?v=kCX9qLgedlM,Art Lanka Exploration ,2024-10-08,මෙම වීඩියෝවෙන් නාලන්දා ගෙඩිගෙය හැදුවෙ කවුරුන්ද? කවදාද? ගෙඩිගෙයක් ...,Nalanda gedige,Matale,,full_name,2026-08-25
m_63ab72376e4b84,youtube,Nalanda Gedige අසම්මත ලිංගික කැටයම සහ විශ්ව ශක්තිය සමග ඇති වාස්තුවිද්‍යා පිහිටීම. | නාලන්දා ගෙඩිගේ,https://www.youtube.com/watch?v=rc3NSih53Wg,BMK Travel Stories - Buddhika Mahesh Kodikara,2024-09-27,nalanda #ravana #rawana Nalanda Gedige; නාලන්ද ගෙඩිගේ; நாலந்த கெடிகே is an ancient complete stone ...,Nalanda gedige,Matale,,full_name,2026-08-25
m_d9fce73f34e943,youtube,නාලන්ද ගෙඩිගේ ලංකාවතාර සූත්‍රයේ සඳහන් රාවණා රජු සාදපු විහාරයක්ද? | Nalanda Gedige,https://www.youtube.com/watch?v=YiJajOaGIfY,TAG Knowledge,2024-08-03,අපේ ලෝකේ තියෙන ඕනම ස්වභාවික වස්තුවක නැත්නම් මිනිසා නිර්මාණය කරන ...,Nalanda gedige,Matale,,full_name,2026-08-25
m_c3bfaa426ca552,youtube,Nalanda Gedige | Matale | Sri Lanka | Travellers by Willrich,https://www.youtube.com/watch?v=OzvLt1nMo8Y,Travellers by Willrich,2020-12-12,"Nalanda Gedige is an ancient complete stone temple near Matale, Sri Lanka and its original site was considered as the center of ...",Nalanda gedige,Matale,,full_name,2026-08-25
m_ec7388bfe08c82,youtube,නාලන්ද ගෙඩිගේ - Nalanda Gedige - Matale - Sri Lanka,https://www.youtube.com/watch?v=ykdNsskv7ts,Pathfinders Diary,2024-06-20,,Nalanda gedige,Matale,,full_name,2026-08-25
m_7e5d0d95a63ff8,youtube,Bomburu-Ella Waterfall - Widest waterfall in Sri Lanka 🇱🇰🐠 #biodiveristy #travel,https://www.youtube.com/watch?v=lp3RlKcrJV8,Fav. days of life 🍃🩵,2024-12-29,,Bomburu Ella Waterfall,Badulla,scenery,full_name,2026-08-25
m_d502553ee6f292,youtube,Sera Ella waterfall #Sri lanka #waterfalll#shortvideo #shorts,https://www.youtube.com/watch?v=zyQvp25k9bw,Memory Saver,2025-10-05,,Sera ella water falls,Matale,scenery,distinctive_token:sera,2026-08-25
m_3a2a8b90787280,youtube,Sera ella | matale | Cave under the waterfall ගල්ගුහාවකින් දිය ඇල්ල යටට..  🇱🇰,https://www.youtube.com/watch?v=7g4ud_XJYlk,Man Saranna මං සරන්නා,2021-11-13,sera_ella #matale #waterfalls #waterfalls_in_srilanka #srilanka #man_saranna #riverston Sera Ella Waterfall is situated in ...,Riverston,Matale,scenery,full_name,2026-08-25
m_fe886dd422e203,youtube,Ridiyagama Safari Park | අප්‍රිකානු අලි සහ බෙංගාල කොටි | Zoological Park Sri lanka,https://www.youtube.com/watch?v=Fs37OHl0pWk,Traveling Diary Srilanka 🇱🇰,2026-02-03,"Ridiyagama safari park is a 500 acres safari park , zoo in Ridiyagama area of Hambantota District, Sri Lanka. Ridiyagama zoo is a ...",Ridiyagama Safari Park,Hambantota,,full_name,2026-08-25
m_7b5b68c4c8d7a1,youtube,Ridiyagama Safari Park | Full Tour | HD 1080p |රිදියගම සෆාරි උද්‍යානය🦁🐘🐆🦛🦜|යන්න කලින් බලන්න!,https://www.youtube.com/watch?v=lBuGKAMsaAo,Beyond the Journey,2025-02-08,"Welcome to Ridiyagama Safari Park, Sri Lanka's first and only open-range wildlife park! 🏞️     In this video, we take you on an ...",Ridiyagama Safari Park,Hambantota,scenery,full_name,2026-08-25
m_60c4448026804e,youtube,Ridiyagama Safari Park | රිදියගම | SRI LANKA 🇱🇰,https://www.youtube.com/watch?v=EhvUTX2eHto,Wander & Wonder,2023-02-10,"Ridiyagama Safari Park is 500 acre safari park, zoo in Ridiyagama area of Hambantota District, Sri Lanka with may varieties of ...",Ridiyagama Safari Park,Hambantota,,full_name,2026-08-25
m_7ed4befca4e17c,youtube,Ridiyagama safari park 🐅🦁🐘🇱🇰 රිදියගම සෆාරි උද්‍යානය #srilanka #elephant #travel #safari #shorts,https://www.youtube.com/watch?v=OfpYOGrPNPU,CY Travel diary ,2024-11-14,"hi Friends.. Today, we are going to explore Ridigama safari park..This park is located in the Hambantota district Ridigama area..",Ridiyagama Safari Park,Hambantota,,full_name,2026-08-25
m_b8884bee9e52b7,youtube,Ridiyagama Safari Park | රිදියගම සෆාරි උද්‍යානය | 🐘🦩🦁🐯 | යන්න කලින් බලන්න | 1080HD,https://www.youtube.com/watch?v=cCavDsIe9AQ,Go With Srilanka,2026-05-18,ridiyagama​ #ridiyagamasafaripark​ #safaripark​ #safarisrilanka​ #safarimontage​ #safaricar​ #safarisightings​ ...,Ridiyagama Safari Park,Hambantota,,full_name,2026-08-25
m_1a34751d78c479,youtube,"Muthumariamman Kovil, Matale",https://www.youtube.com/watch?v=l9ocULzCsfY,Sri Lanka Tourism,2024-03-14,"Located in the heart of Matale town, the Sri Muthumariamman Kovil, also known as Arulmigu Sri Muthumari Amman Kovil is ...",Sri muththumari amman kovil,Matale,,distinctive_token:amman,2026-08-25
m_adb79507ad5652,youtube,"𝗠𝗮𝘁𝗮𝗹𝗲 𝗔𝗺𝗺𝗮𝗻 𝗧𝗵𝗲𝗿𝘂 𝗙𝗲𝘀𝘁𝗶𝘃𝗮𝗹, 𝗦𝗿𝗶 𝗟𝗮𝗻𝗸𝗮 🌍🪔🍃🙏 | 𝗦𝗿𝗶 𝗠𝘂𝘁𝗵𝘂𝗺𝗮𝗿𝗶𝗮𝗺𝗺𝗮𝗻 𝗧𝗲𝗺𝗽𝗹𝗲 | 𝗠𝗮𝗿𝗶𝗮𝗺𝗺𝗮𝗻 | 𝐕𝐢𝐬𝐢𝐭 𝐒𝐫𝐢𝐋𝐚𝐧𝐤𝐚",https://www.youtube.com/watch?v=pEEIlaoPExY,Zeloan ,2025-03-25,"Matale Amman Theru Festival, Sri Lanka | Sri Muthumariamman ...",Sri muththumari amman kovil,Matale,,distinctive_token:amman,2026-08-25
m_d0a99693382cb7,youtube,Pinnawala Elephant Orphanage Sri Lanka 🐘 | A Beautiful Day with Gentle Giants | Travel Vlog,https://www.youtube.com/watch?v=V593p3ufp4Q,Her Lens Diary,2026-07-15,"Welcome to Pinnawala Elephant Orphanage, Sri Lanka! Join me as I explore one of Sri Lanka's most famous wildlife attractions ...",Pinnawala Elephant Orphanage,Kegalle,scenery,full_name,2026-08-25
m_b6928546f103ae,youtube,Pinnawala Elephant Orphanage - Sri Lanka (4K),https://www.youtube.com/watch?v=YUep7keu6xA,Krzysztof Duda,2022-10-03,Pinnawala Elephant Orphanage - Sri Lanka I recommend seeing Sri Lanka: From Colombo: Kandy and Pinnawala Full-Day ...,Pinnawala Elephant Orphanage,Kegalle,,full_name,2026-08-25
m_35451a1f91d70a,youtube,A foreign woman feeding fruit to an elephant #pinnawala #elephants #srilanka #travel #trendingshort,https://www.youtube.com/watch?v=zq8lw1tYRd0,Sri Lanka Travel Paradise,2025-04-26,A foreign visitor enjoys a beautiful moment feeding fruits to a gentle elephant at Pinnawala Elephant Orphanage in Sri Lanka.,Pinnawala Elephant Orphanage,Kegalle,scenery,full_name,2026-08-25
m_de8c855a19de29,youtube,ලංකාවේ එකම එළිමහන් සත්වෝද්‍යානය බලන්න යමුද? Pinnawala Zoo | Pinnawala Elephant Orphanage | Sri Lanka,https://www.youtube.com/watch?v=DbsmuuDFPFQ,Stories of MaL,2024-12-21,Pinnawala Elephant Orphanage & Zoo | Complete Guide Welcome to our detailed guide to exploring the Pinnawala Elephant ...,Pinnawala Elephant Orphanage,Kegalle,facilities,full_name,2026-08-25
m_32794bf6ce8078,youtube,"Pinnawala Elephant Orphanage, Sri Lanka! Elephant watching and bathing! #94 | @GGG",https://www.youtube.com/watch?v=zebgT3IyQ1U,The Globetrotting Ghoshes,2022-07-03,"Pinnawala elephant orphanage is an elephant sanctuary in the jungles of Sri Lanka, popular from watching, feeding and bathing ...",Pinnawala Elephant Orphanage,Kegalle,,full_name,2026-08-25
m_f3250470006fe7,youtube,Diyaluma Falls Sri Lanka | Drone | Epic Places On Earth,https://www.youtube.com/watch?v=evZDvIGpFtA,Martin Solhaugen,2017-10-13,The amazing Diyaluma Falls in Sri Lanka captured with drone. This is truly a place anybody traveling to Sri Lanka should try to ...,Diyaluma Falls,Badulla,scenery,full_name,2026-08-25
m_18447689c0dfad,youtube,Diyaluma Waterfall Sri Lanka |Upper Diyaluma Waterfall |Travellers by Willrich,https://www.youtube.com/watch?v=B_mZNJY6JRw,Travellers by Willrich,2021-09-14,Diyaluma waterfall is a MUST see while you're travelling though ELLA Sri Lanka! Diyaluma Falls is 220 m (720 ft) high and the ...,Diyaluma Falls,Badulla,scenery,full_name,2026-08-25
m_f7dfc57faea834,youtube,දියලුම ඇල්ල වෙනස් විදියට පේන view point එක | Diyaluma Waterfall  | Sri Lanka,https://www.youtube.com/watch?v=XjiNY9IxwvU,TRAVEL LENS,2026-04-24,part 01- https://youtu.be/GXK2GMi2lJ0?si=4AvLFL322abvcyqo Diyaluma Falls is one of the most spectacular waterfalls in Sri ...,Diyaluma Falls,Badulla,scenery,full_name,2026-08-25
m_edb78e224ebbea,youtube,ලක්ෂයක් වූ පහන් &quot;ලක්ෂපාන&quot; වූ හැටි 😱 | Laxapana Waterfall - Sri Lanka 🇱🇰,https://www.youtube.com/watch?v=Ji64l_qj3XY,Yasiru Kamila,2026-01-23,Hello travellers Did you know that Laxapana Waterfall is the 8th tallest waterfall in Sri Lanka? It is one of the most beautiful ...,Laxapana waterfall,Nuwara Eliya,scenery,full_name,2026-08-25
m_b47f817d6d45d0,youtube,Laxapana WaterFall 💦🍃  |  Sri Lanka 🇱🇰,https://www.youtube.com/watch?v=c3puZYTkg6U,Waterfalls Sri Lanka,2024-03-12,"Welcome to "" Waterfalls Sri lanaka "" channel ✨Best Place to explore Sri lanka Nature ✨ This ...",Laxapana waterfall,Nuwara Eliya,scenery,full_name,2026-08-25
m_3c206c2628e6e3,youtube,Laxapana Falls: Must-Visit Waterfall in Sri Lanka,https://www.youtube.com/watch?v=zYCWJu03HZ0,Ceylon Folk,2023-09-09,Laxapana Falls: Must-Visit Waterfall in Sri Lanka Location - https://goo.gl/maps/pYp4MRTPXvTDri7C6 Laxapana Falls is 126 m ...,Laxapana waterfall,Nuwara Eliya,scenery,distinctive_token:laxapana,2026-08-25
m_3d2f77078cebb3,youtube,Bundala National Park | අවුරුද්දේ හැමදාම බූන්දල කුරුල්ලන් බලන්න පුලුවන්ද? |  Bundala Sri Lanka 4k,https://www.youtube.com/watch?v=7yld-JCCKwY,Kith Caption,2024-08-02,Bundala National Park can be introduced as a sensitive wetland park located in the arid zone on the Hambantota and Kiridi Oya ...,Bundala National Park,Hambantota,,full_name,2026-08-25
m_e61224a566c705,youtube,Bundala National Park | Sri Lanka,https://www.youtube.com/watch?v=OJUSJrLdu-o,Destination SRI LANKA,2020-02-13,"Bundala is the first RAMSAR designated wetland in Sri Lanka. It's a great place for a relaxed safari to see Fauna, Flora and ...",Bundala National Park,Hambantota,scenery,full_name,2026-08-25
m_48c932cec26443,youtube,Bundala National Park | Sri Lanka,https://www.youtube.com/watch?v=L5DdOANUFjk,Serendip Stories,2026-01-14,Bundala National Park is an internationally important wintering ground for migratory water birds in Sri Lanka. Bundala harbors ...,Bundala National Park,Hambantota,scenery,full_name,2026-08-25
m_743cdd505eef43,youtube,Bundala National Park Safari 🇱🇰 | Full Wildlife Journey from Start to Finish |Our highlights of 2025,https://www.youtube.com/watch?v=5K6DdztY1UU,Everyday Nature Spotting,2025-12-31,"Join us on a full safari journey through Bundala National Park, Sri Lanka, captured from the very beginning to the end of the trip.",Bundala National Park,Hambantota,scenery,full_name,2026-08-25
m_34cb5c76ab44bb,youtube,"Bundala National Park, Sri Lanka",https://www.youtube.com/watch?v=hx-Kvz4RoVU,Mahinda Herath,2026-01-04,Bundala National Park is a wintering ground for migratory water birds in Sri Lanka. Bundala harbors 197 species of birds. Bundala ...,Bundala National Park,Hambantota,scenery,full_name,2026-08-25
m_b9a9ac46a8d6f0,youtube,"Walking in Peradeniya Royal Botanical Gardens, Sri Lanka | 4K Ultra HD Virtual Tour",https://www.youtube.com/watch?v=F_Is9MQovuA,Street Walker,2025-12-27,"Walking in Peradeniya Royal Botanical Gardens, Sri Lanka | 4K Ultra HD Virtual Tour In today's video, I take you on a peaceful ...",Royal Botanical Gardens,Kandy,crowd,full_name,2026-08-25
m_da0c9801d41e9e,youtube,Peradeniya Royal Botanical Gardens | Hidden Botanical Paradise of Sri Lanka | Kandy Travel Guide,https://www.youtube.com/watch?v=gvK0ydT4Ops,Lakpura®,2026-03-09,"Discover the timeless beauty of the Peradeniya Royal Botanical Gardens, one of Sri Lanka's most remarkable natural and ...",Royal Botanical Gardens,Kandy,facilities|scenery,full_name,2026-08-25
